QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE504_NEG_01.raw,FA2INTENS:mE504_NEG_02.raw,FA2INTENS:mE504_NEG_03.raw,FA2INTENS:mE504_NEG_04.raw,FA2INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE504_NEG_01.raw,FAOINTENS:mE504_NEG_02.raw,FAOINTENS:mE504_NEG_03.raw,FAOINTENS:mE504_NEG_04.raw,FAOINTENS:mE504_NEG_05.raw,NEG
PSNegMS2,H73 C38 N1 O10 P1 ,1.9,PS,32,0,PS 32:0,PS 18:0-14:0,734.4992,147422.9,112217.3,0,0,0,17995,14495.7,1947.1,1004.1,-1.6,18:00,283.2649,15572.9,14495.7,1947.1,1004.1,-1.6,14:00,227.2016,2422.1,0,0,0,0,,72098.2,57078.3,13191.3,23352.2,0,None, None, None, None, None, None,87.0336,51639.3,46105.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C40 N1 O10 P1 ,2,PS,34,3,PS 34:3,PS 18:2-16:1,756.4836,2666.3,1545.5,0,0,0,401366.9,335006.9,174987.6,162489.7,0,18:02,279.233,393974.8,328115.7,174989.3,162489.7,0,16:01,253.2176,7392.1,6891.2,-1.7,0,0,,40511.9,37733.8,6768.3,9030,3508.8,None, None, None, None, None, None,87.0344,4131.4,0,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C40 N1 O10 P1 ,2,PS,34,3,PS 34:3,PS 18:3-16:0,756.4836,2666.3,1545.5,0,0,0,215408.3,184514.1,82354.1,71730.2,3049.4,18:03,277.2175,2170.9,4812.6,0,0,0,16:00,255.2327,213237.4,179701.5,82354.1,71730.2,3049.4,,40511.9,37733.8,6768.3,9030,3508.8,None, None, None, None, None, None,87.0344,4131.4,0,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C40 N1 O10 P1 ,1.6,PS,34,2,PS 34:2,PS 18:1-16:1,758.499,193803.6,219566.7,0,0,0,323024,216550,83735.8,83474.4,0,18:01,281.2486,320326.6,213688.5,83737.5,83474.4,0,16:01,253.2171,2697.4,2861.5,-1.6,0,0,,102054.4,92144.3,16235.3,20128.5,4357.5,None, None, None, None, None, None,87.0326,67223.8,55882.4,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C40 N1 O10 P1 ,1.6,PS,34,2,PS 34:2,PS 18:2-16:0,758.499,193803.6,219566.7,0,0,0,315200.9,254786.2,44791.1,43619.5,-1.6,18:02,279.233,-1.6,-1.6,-1.6,18261.6,0,16:00,255.2329,315202.6,254787.8,44792.7,25357.9,-1.6,,102054.4,92144.3,16235.3,20128.5,4357.5,None, None, None, None, None, None,87.0326,67223.8,55882.4,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C40 N1 O10 P1 ,2.1,PS,34,1,PS 34:1,PS 18:0-16:1,760.515,233907.9,273288.9,0,0,-1.6,185923.5,150774.9,2050,5235.6,-1.7,18:00,283.2649,69603,50919.1,-1.7,-1.7,-1.7,16:01,253.2171,116320.5,99855.8,2051.6,5237.3,0,,86175,90715.9,11055.7,11020.8,5880.3,None, None, None, None, None, None,87.0348,50383.3,56046.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C40 N1 O10 P1 ,2.1,PS,34,1,PS 34:1,PS 18:1-16:0,760.515,233907.9,273288.9,0,0,-1.6,272693.9,289095.1,31219.3,31625.6,1336.6,18:01,281.2485,96207.9,99838.4,14803.4,17786,0,16:00,255.2329,176486,189256.7,16415.9,13839.6,1336.6,,86175,90715.9,11055.7,11020.8,5880.3,None, None, None, None, None, None,87.0348,50383.3,56046.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C42 N1 O10 P1 ,2.5,PS,36,5,PS 36:5,PS 22:2-14:3,780.4841,19301.3,17414.9,0,0,0,10627.3,5273.5,0,0,0,22:02,335.2961,9774.1,5273.5,0,0,0,14:03,221.1536,853.2,0,0,0,0,,43569.4,39008.1,-1.7,-1.7,0,None, None, None, None, None, None,87.0331,25753.2,20716.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C42 N1 O10 P1 ,2.5,PS,36,5,PS 36:5,PS 16:1-20:4,780.4841,19301.3,17414.9,0,0,0,402678,295457.2,117899.5,112635.6,0,16:01,253.2173,48277.8,45045.7,0,0,0,20:04,303.233,354400.3,250411.5,117899.5,112635.6,0,,43569.4,39008.1,-1.7,-1.7,0,None, None, None, None, None, None,87.0331,25753.2,20716.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C42 N1 O10 P1 ,2.5,PS,36,5,PS 36:5,PS 18:2-18:3,780.4841,19301.3,17414.9,0,0,0,43265.5,26273.3,12746.3,15961.8,0,18:02,279.2332,39139.9,26273.3,12746.3,15961.8,0,18:03,277.214,4125.7,0,0,0,0,,43569.4,39008.1,-1.7,-1.7,0,None, None, None, None, None, None,87.0331,25753.2,20716.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C42 N1 O10 P1 ,2.5,PS,36,5,PS 36:5,PS 22:5-14:0,780.4841,19301.3,17414.9,0,0,0,68675.9,56837.4,1417.1,1791.3,0,22:05,329.2464,-1.7,-1.7,0,0,0,14:00,227.2011,68677.5,56839,1417.1,1791.3,0,,43569.4,39008.1,-1.7,-1.7,0,None, None, None, None, None, None,87.0331,25753.2,20716.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C42 N1 O10 P1 ,2.5,PS,36,5,PS 36:5,PS 20:5-16:0,780.4841,19301.3,17414.9,0,0,0,360639.6,244821.3,59557,39467.4,-1.7,20:05,301.2171,24847.7,15154.8,0,0,0,16:00,255.2329,335791.8,229666.5,59557,39467.4,-1.7,,43569.4,39008.1,-1.7,-1.7,0,None, None, None, None, None, None,87.0331,25753.2,20716.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C42 N1 O10 P1 ,4.5,PS,36,4,PS 36:4,PS 22:1-14:3,782.5013,7202060.3,5685895.1,0,2616.3,0,7812.6,0,0,0,0,22:01,337.3104,5375,0,0,0,0,14:03,221.1533,2437.6,0,0,0,0,,1327008,1081497.8,7231.7,8603.7,0,None, None, None, None, None, None,87.0353,1098807.9,899414.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C42 N1 O10 P1 ,4.5,PS,36,4,PS 36:4,PS 16:0-20:4,782.5013,7202060.3,5685895.1,0,2616.3,0,3374884.7,2682886.2,17337.6,29476.1,3364.7,16:00,255.2329,2889175.4,2291992.5,17339.3,25178.2,3364.7,20:04,303.2329,485709.3,390893.6,-1.7,4297.9,0,,1327008,1081497.8,7231.7,8603.7,0,None, None, None, None, None, None,87.0353,1098807.9,899414.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C42 N1 O10 P1 ,4.5,PS,36,4,PS 36:4,PS 16:1-20:3,782.5013,7202060.3,5685895.1,0,2616.3,0,38367.3,25791.6,15930,13781.7,0,16:01,253.2171,-1.7,-1.7,0,0,0,20:03,305.2471,38369,25793.3,15930,13781.7,0,,1327008,1081497.8,7231.7,8603.7,0,None, None, None, None, None, None,87.0353,1098807.9,899414.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C42 N1 O10 P1 ,4.5,PS,36,4,PS 36:4,PS 22:4-14:0,782.5013,7202060.3,5685895.1,0,2616.3,0,-3.4,-3.4,0,0,0,22:04,331.2638,-1.7,-1.7,0,0,0,14:00,227.2013,-1.7,-1.7,0,0,0,,1327008,1081497.8,7231.7,8603.7,0,None, None, None, None, None, None,87.0353,1098807.9,899414.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C42 N1 O10 P1 ,4.5,PS,36,4,PS 36:4,PS 18:2-18:2,782.5013,7202060.3,5685895.1,0,2616.3,0,700318.8,510917.8,56680.3,58265.1,0,18:02,279.2331,350159.4,255458.9,28340.1,29132.5,0,18:02,279.2331,350159.4,255458.9,28340.1,29132.5,0,,1327008,1081497.8,7231.7,8603.7,0,None, None, None, None, None, None,87.0353,1098807.9,899414.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C42 N1 O10 P1 ,1.4,PS,36,2,PS 36:2,PS 18:1-18:1,786.5301,922240.4,787874.8,0,0,0,-3.4,-3.4,52250.9,30850.5,0,18:01,281.2486,-1.7,-1.7,26125.5,15425.2,0,18:01,281.2486,-1.7,-1.7,26125.5,15425.2,0,,292276.5,268575.4,6533.5,8394.6,5250.7,None, None, None, None, None, None,87.0333,213383.8,232799.8,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C42 N1 O10 P1 ,1.4,PS,36,2,PS 36:2,PS 18:2-18:0,786.5301,922240.4,787874.8,0,0,0,1082421.2,1036057.9,15136.1,8205.6,2565.3,18:02,279.2329,622854.9,572560.5,-1.7,-1.7,0,18:00,283.2652,459566.3,463497.4,15137.8,8207.3,2565.3,,292276.5,268575.4,6533.5,8394.6,5250.7,None, None, None, None, None, None,87.0333,213383.8,232799.8,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C42 N1 O10 P1 ,1.8,PS,36,1,PS 36:1,PS 20:1-16:0,788.5461,-1.7,0,23869.4,36713.8,0,92005.8,58311.1,36963.6,27663.9,2903.9,20:01,309.2771,9852.9,0,0,0,0,16:00,255.2331,82152.9,58311.1,36963.6,27663.9,2903.9,,52090.7,39249.2,9330.3,4920,1524,None, None, None, None, None, None,87.0345,9724.4,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C42 N1 O10 P1 ,1.8,PS,36,1,PS 36:1,PS 18:1-18:0,788.5461,-1.7,0,23869.4,36713.8,0,4489438.8,3536548,84962.6,66978.5,3788.2,18:01,281.2488,4489438.8,3521262,73464.6,63942.7,0,18:00,283.2655,0,15286,11498,3035.9,3788.2,,52090.7,39249.2,9330.3,4920,1524,None, None, None, None, None, None,87.0345,9724.4,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C44 N1 O10 P1 ,0.1,PS,38,7,PS 38:7,PS 18:3-20:4,804.4822,56565.1,203328.6,0,0,0,86273.9,31232.3,16526.9,15898.4,0,18:03,277.2177,13442.6,13845.6,0,0,0,20:04,303.2328,72831.3,17386.7,16526.9,15898.4,0,,48748.2,53685.3,6672.1,6416.9,0,None, None, None, None, None, None,87.0324,24130.6,19779.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C44 N1 O10 P1 ,0.1,PS,38,7,PS 38:7,PS 16:1-22:6,804.4822,56565.1,203328.6,0,0,0,107767.4,65018.8,29983.5,36199.5,0,16:01,253.2173,26391,23907.1,-1.7,918.5,0,22:06,327.233,81376.4,41111.7,29985.2,35281.1,0,,48748.2,53685.3,6672.1,6416.9,0,None, None, None, None, None, None,87.0324,24130.6,19779.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H71 C44 N1 O10 P1 ,0.1,PS,38,7,PS 38:7,PS 18:2-20:5,804.4822,56565.1,203328.6,0,0,0,59608.1,37008.1,3452.9,-1.7,0,18:02,279.2329,54315.8,37008.1,3452.9,-1.7,0,20:05,301.2198,5292.4,0,0,0,0,,48748.2,53685.3,6672.1,6416.9,0,None, None, None, None, None, None,87.0324,24130.6,19779.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C44 N1 O10 P1 ,4.5,PS,38,6,PS 38:6,PS 18:2-20:4,806.5014,9053106.3,7235149.7,5232.7,43365.3,0,2260699.2,1832877.2,47694.2,47555.1,0,18:02,279.2329,1210994.5,1027190.1,24813,27233.1,0,20:04,303.2331,1049704.7,805687.2,22881.2,20322,0,,1606045.1,1377037.8,12640.1,13933.2,0,None, None, None, None, None, None,87.0355,1283748.4,861431.6,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C44 N1 O10 P1 ,4.5,PS,38,6,PS 38:6,PS 20:5-18:1,806.5014,9053106.3,7235149.7,5232.7,43365.3,0,197396.5,164403.5,14684.3,2257.8,0,20:05,301.2152,4480.8,6611.9,3428.6,0,0,18:01,281.2486,192915.7,157791.6,11255.7,2257.8,0,,1606045.1,1377037.8,12640.1,13933.2,0,None, None, None, None, None, None,87.0355,1283748.4,861431.6,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C44 N1 O10 P1 ,4.5,PS,38,6,PS 38:6,PS 22:6-16:0,806.5014,9053106.3,7235149.7,5232.7,43365.3,0,1651805.2,1288506.2,39952,76293,-1.7,22:06,327.2323,90259.3,76299.8,0,-1.7,0,16:00,255.2328,1561545.9,1212206.4,39952,76294.7,-1.7,,1606045.1,1377037.8,12640.1,13933.2,0,None, None, None, None, None, None,87.0355,1283748.4,861431.6,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C44 N1 O10 P1 ,4.5,PS,38,6,PS 38:6,PS 22:5-16:1,806.5014,9053106.3,7235149.7,5232.7,43365.3,0,268882.5,223105.5,46120.8,43473.1,0,22:05,329.248,39714.1,19618.9,7700.2,10395.1,0,16:01,253.2173,229168.4,203486.6,38420.6,33078,0,,1606045.1,1377037.8,12640.1,13933.2,0,None, None, None, None, None, None,87.0355,1283748.4,861431.6,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C44 N1 O10 P1 ,2.8,PS,38,5,PS 38:5,PS 18:2-20:3,808.5157,9635292,8400232,0,0,0,52608.5,24293,13118.7,13362.4,0,18:02,279.2331,-1.7,-1.7,13118.7,13362.4,0,20:03,305.2463,52610.2,24294.7,0,0,0,,2323012,1976011,25564.6,18840.2,-1.7,None, None, None, None, None, None,87.0344,1324878.8,1132205.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C44 N1 O10 P1 ,2.8,PS,38,5,PS 38:5,PS 22:4-16:1,808.5157,9635292,8400232,0,0,0,130184.8,69472.1,27540.9,25073.7,0,22:04,331.2643,130186.5,69473.8,27542.6,25075.4,0,16:01,253.2175,-1.7,-1.7,-1.7,-1.7,0,,2323012,1976011,25564.6,18840.2,-1.7,None, None, None, None, None, None,87.0344,1324878.8,1132205.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C44 N1 O10 P1 ,2.8,PS,38,5,PS 38:5,PS 18:0-20:5,808.5157,9635292,8400232,0,0,0,230361.5,118771,35834.8,25732.2,453.2,18:00,283.2645,201979,118771,35834.8,25732.2,453.2,20:05,301.2179,28382.5,0,0,0,0,,2323012,1976011,25564.6,18840.2,-1.7,None, None, None, None, None, None,87.0344,1324878.8,1132205.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C44 N1 O10 P1 ,2.8,PS,38,5,PS 38:5,PS 22:5-16:0,808.5157,9635292,8400232,0,0,0,17256925.7,13913951.4,232160.8,232441.8,-1.7,22:05,329.2483,59779.2,56385.9,0,0,0,16:00,255.233,17197146.5,13857565.5,232160.8,232441.8,-1.7,,2323012,1976011,25564.6,18840.2,-1.7,None, None, None, None, None, None,87.0344,1324878.8,1132205.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C44 N1 O10 P1 ,2.8,PS,38,5,PS 38:5,PS 18:1-20:4,808.5157,9635292,8400232,0,0,0,4347831.4,3610030.9,63178.8,49912.8,0,18:01,281.2486,3591399.4,3006417.2,8449.4,11784,0,20:04,303.2331,756432,603613.8,54729.4,38128.8,0,,2323012,1976011,25564.6,18840.2,-1.7,None, None, None, None, None, None,87.0344,1324878.8,1132205.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C44 N1 O10 P1 ,1.4,PS,38,4,PS 38:4,PS 18:1-20:3,810.5302,20165254.9,18257143,4841.8,20756.8,0,33798.9,16489.7,8223.1,8633.3,0,18:01,281.2485,-1.7,-1.7,2712.2,2007.9,0,20:03,305.246,33800.6,16491.5,5510.9,6625.4,0,,2586237.4,2534637.5,5126.5,12641.2,0,None, None, None, None, None, None,87.0328,2293273.9,2088841.8,3757.8,5557.5,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C44 N1 O10 P1 ,1.4,PS,38,4,PS 38:4,PS 22:4-16:0,810.5302,20165254.9,18257143,4841.8,20756.8,0,93958.7,79065,-1.7,-1.7,-1.7,22:04,331.2643,93960.4,79066.8,0,0,0,16:00,255.233,-1.7,-1.7,-1.7,-1.7,-1.7,,2586237.4,2534637.5,5126.5,12641.2,0,None, None, None, None, None, None,87.0328,2293273.9,2088841.8,3757.8,5557.5,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C44 N1 O10 P1 ,1.4,PS,38,4,PS 38:4,PS 20:4-18:0,810.5302,20165254.9,18257143,4841.8,20756.8,0,9299315.4,8697549.3,18757.7,25048.9,708.9,20:04,303.2328,2400514.9,2204115.6,-1.7,-1.7,0,18:00,283.264,6898800.4,6493433.7,18759.4,25050.6,708.9,,2586237.4,2534637.5,5126.5,12641.2,0,None, None, None, None, None, None,87.0328,2293273.9,2088841.8,3757.8,5557.5,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C46 N1 O10 P1 ,5.5,PS,40,8,PS 40:8,PS 20:3-20:5,830.5024,24206887.8,23348115,2355.8,13877.1,0,7558,9076.7,6.3,-1.7,0,20:03,305.2474,4751.9,0,6.3,-1.7,0,20:05,301.2173,2806.1,9076.7,0,0,0,,4236119.1,4080374.9,19244.6,20151.5,4665.9,None, None, None, None, None, None,87.0359,2801439.9,2818570.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C46 N1 O10 P1 ,5.5,PS,40,8,PS 40:8,PS 22:6-18:2,830.5024,24206887.8,23348115,2355.8,13877.1,0,758190,592176.9,230064.2,249146.4,0,22:06,327.2327,156058.3,124411.9,3909.9,2876.7,0,18:02,279.233,602131.7,467765,226154.3,246269.7,0,,4236119.1,4080374.9,19244.6,20151.5,4665.9,None, None, None, None, None, None,87.0359,2801439.9,2818570.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C46 N1 O10 P1 ,5.5,PS,40,8,PS 40:8,PS 18:3-22:5,830.5024,24206887.8,23348115,2355.8,13877.1,0,31952.8,18458.2,16958.8,16278.6,0,18:03,277.2169,23789.1,18458.2,16958.8,16278.6,0,22:05,329.2462,8163.7,0,0,0,0,,4236119.1,4080374.9,19244.6,20151.5,4665.9,None, None, None, None, None, None,87.0359,2801439.9,2818570.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C46 N1 O10 P1 ,5.5,PS,40,8,PS 40:8,PS 20:4-20:4,830.5024,24206887.8,23348115,2355.8,13877.1,0,10677986.8,10102723.8,51316.8,43010.4,0,20:04,303.2332,5338993.4,5051361.9,25658.4,21505.2,0,20:04,303.2332,5338993.4,5051361.9,25658.4,21505.2,0,,4236119.1,4080374.9,19244.6,20151.5,4665.9,None, None, None, None, None, None,87.0359,2801439.9,2818570.9,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C46 N1 O10 P1 ,3,PS,40,6,PS 40:6,PS 20:4-20:2,834.5315,8547181.5,7740223.6,0,0,0,93470.2,72226.4,4264.5,4461.2,0,20:04,303.2332,50446.5,38693,4264.5,4461.2,0,20:02,307.2641,43023.7,33533.4,0,0,0,,1019221,623580.7,112451.8,88300.7,5213.3,None, None, None, None, None, None,87.0353,1124752.6,989618.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C46 N1 O10 P1 ,3,PS,40,6,PS 40:6,PS 20:3-20:3,834.5315,8547181.5,7740223.6,0,0,0,-3.5,-3.5,0,0,0,20:03,305.2453,-1.7,-1.7,0,0,0,20:03,305.2453,-1.7,-1.7,0,0,0,,1019221,623580.7,112451.8,88300.7,5213.3,None, None, None, None, None, None,87.0353,1124752.6,989618.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C46 N1 O10 P1 ,3,PS,40,6,PS 40:6,PS 22:5-18:1,834.5315,8547181.5,7740223.6,0,0,0,6374925.8,4786676.9,1880129,1519716.4,0,22:05,329.2484,106383.1,77004.8,0,0,0,18:01,281.2486,6268542.7,4709672,1880129,1519716.4,0,,1019221,623580.7,112451.8,88300.7,5213.3,None, None, None, None, None, None,87.0353,1124752.6,989618.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C46 N1 O10 P1 ,3,PS,40,6,PS 40:6,PS 18:0-22:6,834.5315,8547181.5,7740223.6,0,0,0,2137911.5,1919616.1,-1.7,10128.8,-1.7,18:00,283.2644,1982627.4,1779986.6,-1.7,3464.2,-1.7,22:06,327.2326,155284.1,139629.5,0,6664.6,0,,1019221,623580.7,112451.8,88300.7,5213.3,None, None, None, None, None, None,87.0353,1124752.6,989618.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H77 C46 N1 O10 P1 ,3,PS,40,6,PS 40:6,PS 22:4-18:2,834.5315,8547181.5,7740223.6,0,0,0,68394.1,39668.9,-1.7,-1.7,0,22:04,331.2646,68395.8,39670.6,0,0,0,18:02,279.233,-1.7,-1.7,-1.7,-1.7,0,,1019221,623580.7,112451.8,88300.7,5213.3,None, None, None, None, None, None,87.0353,1124752.6,989618.2,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C46 N1 O10 P1 ,-1.7,PS,40,5,PS 40:5,PS 20:2-20:3,836.5433,1125386.2,1013312.9,-1.7,-1.7,0,5263.3,-1.7,0,0,0,20:02,307.2643,0,-1.7,0,0,0,20:03,305.2472,5263.3,0,0,0,0,,302221.1,492181.7,-1.7,-1.7,0,None, None, None, None, None, None,87.0323,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C46 N1 O10 P1 ,-1.7,PS,40,5,PS 40:5,PS 20:4-20:1,836.5433,1125386.2,1013312.9,-1.7,-1.7,0,173899.1,167530.4,0,3994.1,0,20:04,303.2332,67273.6,55091.8,0,3994.1,0,20:01,309.2798,106625.5,112438.5,0,0,0,,302221.1,492181.7,-1.7,-1.7,0,None, None, None, None, None, None,87.0323,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C46 N1 O10 P1 ,-1.7,PS,40,5,PS 40:5,PS 22:5-18:0,836.5433,1125386.2,1013312.9,-1.7,-1.7,0,1582497.2,1637570.4,50791.8,49440.3,-1.7,22:05,329.2485,69168.5,73999.3,0,0,0,18:00,283.2632,1513328.7,1563571.1,50791.8,49440.3,-1.7,,302221.1,492181.7,-1.7,-1.7,0,None, None, None, None, None, None,87.0323,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H79 C46 N1 O10 P1 ,-1.7,PS,40,5,PS 40:5,PS 22:4-18:1,836.5433,1125386.2,1013312.9,-1.7,-1.7,0,99591.4,86072.1,-1.7,-1.7,0,22:04,331.264,99593.2,86073.8,0,0,0,18:01,281.2486,-1.7,-1.7,-1.7,-1.7,0,,302221.1,492181.7,-1.7,-1.7,0,None, None, None, None, None, None,87.0323,-1.7,-1.7,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H83 C46 N1 O10 P1 ,2.4,PS,40,3,PS 40:3,PS 18:2-22:1,840.578,2713967.5,411377.7,3299165.7,7861790.3,0,168777.3,55308.7,93977.6,248138.8,0,18:02,279.2331,164184.4,55308.7,93977.6,248138.8,0,22:01,337.3108,4592.9,0,0,0,0,,54498.6,38543.7,13379.6,24502.8,0,None, None, None, None, None, None,87.0359,30777.2,36682.8,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C48 N1 O10 P1 ,0.9,PS,42,9,PS 42:9,PS 22:5-20:4,856.5142,716795.1,622199.6,0,0,0,1945289.2,1942617,1446527.5,1025833.4,0,22:05,329.2483,353946,354029.1,0,0,0,20:04,303.233,1591343.2,1588587.9,1446527.5,1025833.4,0,,479925.9,468982.1,224068.2,156547.1,3144.9,None, None, None, None, None, None,87.0358,584537.3,575253.3,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C48 N1 O10 P1 ,0.9,PS,42,9,PS 42:9,PS 22:6-20:3,856.5142,716795.1,622199.6,0,0,0,78038.6,73518.3,20942.6,21892.2,0,22:06,327.2328,-1.8,-1.8,0,0,0,20:03,305.2477,78040.3,73520.1,20942.6,21892.2,0,,479925.9,468982.1,224068.2,156547.1,3144.9,None, None, None, None, None, None,87.0358,584537.3,575253.3,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H75 C48 N1 O10 P1 ,0.9,PS,42,9,PS 42:9,PS 22:4-20:5,856.5142,716795.1,622199.6,0,0,0,15870.8,12823.9,6975.3,0,0,22:04,331.2631,7753.5,6957.7,0,0,0,20:05,301.2178,8117.2,5866.1,6975.3,0,0,,479925.9,468982.1,224068.2,156547.1,3144.9,None, None, None, None, None, None,87.0358,584537.3,575253.3,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H83 C48 N1 O10 P1 ,0.5,PS,42,5,PS 42:5,PS 18:0-24:5,864.5764,1305313.9,291825.1,1545100,3817351.6,7198.6,5907.5,-1.8,-1.8,-1.8,-1.8,18:00,283.265,-1.8,-1.8,-1.8,-1.8,-1.8,24:05:00,357.2778,5909.3,0,0,0,0,,49180.7,45723.8,8211.8,16089,25328.5,None, None, None, None, None, None,87.0306,15347.3,12562,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H83 C48 N1 O10 P1 ,0.5,PS,42,5,PS 42:5,PS 20:4-22:1,864.5764,1305313.9,291825.1,1545100,3817351.6,7198.6,105011.3,51130.3,45917.5,71498.5,0,20:04,303.2331,99066.8,41303.1,45917.5,71498.5,0,22:01,337.3108,5944.5,9827.1,0,0,0,,49180.7,45723.8,8211.8,16089,25328.5,None, None, None, None, None, None,87.0306,15347.3,12562,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H83 C48 N1 O10 P1 ,0.5,PS,42,5,PS 42:5,PS 22:4-20:1,864.5764,1305313.9,291825.1,1545100,3817351.6,7198.6,11747.5,5755.5,0,0,0,22:04,331.2634,10452.7,5757.3,0,0,0,20:01,309.2798,1294.8,-1.8,0,0,0,,49180.7,45723.8,8211.8,16089,25328.5,None, None, None, None, None, None,87.0306,15347.3,12562,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H83 C48 N1 O10 P1 ,0.5,PS,42,5,PS 42:5,PS 22:5-20:0,864.5764,1305313.9,291825.1,1545100,3817351.6,7198.6,26555.9,27157.1,0,0,0,22:05,329.2475,5724.9,4039.1,0,0,0,20:00,311.2943,20831,23118,0,0,0,,49180.7,45723.8,8211.8,16089,25328.5,None, None, None, None, None, None,87.0306,15347.3,12562,0,0,0,None, None, None, None, None, None, None,
