QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,NEG
LPENegMS2,H41 C21 N1 O7 P1 ,1.7,LPE,16,1,LPE 16:1,LPE 16:1,450.2634,12922.9,9077.7,8418.2,16776.3,473.2,55657.9,33286.5,15729.1,23926.9,0,16:01,253.2172,55657.9,33286.5,15729.1,23926.9,0,196.0373,2895.9,2157.8,1932.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H43 C21 N1 O7 P1 ,1.9,LPE,16,0,LPE 16:0,LPE 16:0,452.2791,183535.9,950948.7,1008820.1,1334616.3,1280.6,1631541.5,1146465.5,851511.2,944805.7,-1.3,16:00,255.2328,1631541.5,1146465.5,851511.2,944805.7,-1.3,196.0374,136551.9,92130.6,81281.3,88462.3,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H41 C23 N1 O7 P1 ,-1.6,LPE,18,3,LPE 18:3,LPE 18:3,474.2618,105188.3,88040.5,103358.7,113769.6,57571.7,8836.8,6866.9,6150.5,10345.4,0,18:03,277.2182,8836.8,6866.9,6150.5,10345.4,0,196.0377,39130.9,13136.4,6432.2,3022.1,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H43 C23 N1 O7 P1 ,1.8,LPE,18,2,LPE 18:2,LPE 18:2,476.2791,146408.3,330728.9,553979.9,1173877.2,0,463404.3,456262.3,504222.7,856071,2348.5,18:02,279.2328,463404.3,456262.3,504222.7,856071,2348.5,196.0374,31701.2,28673.9,29742,47182.5,6607.8,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H45 C23 N1 O7 P1 ,1.8,LPE,18,1,LPE 18:1,LPE 18:1,478.2948,446516.7,710244,452334.8,714135.4,0,1392985.5,965928.3,298267.3,489309,-1.3,18:01,281.2485,1392985.5,965928.3,298267.3,489309,-1.3,196.0377,71009.3,53814.7,35705.6,40191.2,1665.1,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H47 C23 N1 O7 P1 ,1.9,LPE,18,0,LPE 18:0,LPE 18:0,480.3105,1424135.3,1375799.8,1285741.1,1916703.4,0,1988025.5,1459451.6,792938.4,895794.7,-1.3,18:00,283.2639,1988025.5,1459451.6,792938.4,895794.7,-1.3,196.0375,165970.1,138950.4,63059.2,83405.8,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H41 C25 N1 O7 P1 ,2.1,LPE,20,5,LPE 20:5,LPE 20:5,498.2637,289.1,1952.1,1004.9,3128.1,0,12672.4,8538.9,6079.7,7226.6,0,20:05,301.2168,12672.4,8538.9,6079.7,7226.6,0,196.0373,17594.8,8009.5,2910,6693,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H43 C25 N1 O7 P1 ,1.9,LPE,20,4,LPE 20:4,LPE 20:4,500.2792,1218403.7,2159987.1,2375520.5,3167531.4,0,2232474.3,1686693.1,1226861.8,1246099.1,0,20:04,303.233,2232474.3,1686693.1,1226861.8,1246099.1,0,196.0374,154595.6,96193.8,101785.9,116578.4,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H45 C25 N1 O7 P1 ,2,LPE,20,3,LPE 20:3,LPE 20:3,502.2949,19039.1,98166.5,84563,132073.2,1372.9,142720.2,102226.5,98114.9,104876,0,20:03,305.247,142720.2,102226.5,98114.9,104876,0,196.0374,28621.9,17011.5,9379.8,6005.3,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H47 C25 N1 O7 P1 ,1.6,LPE,20,2,LPE 20:2,LPE 20:2,504.3104,118277.5,49228.6,145596.6,294205.2,0,33787.8,26360.8,15264.1,17872.1,0,20:02,307.2643,33787.8,26360.8,15264.1,17872.1,0,196.0374,1918.9,2179.1,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H49 C25 N1 O7 P1 ,1.1,LPE,20,1,LPE 20:1,LPE 20:1,506.3258,103903.8,47174,92510.3,191338.3,0,49290.3,35777.8,18308.8,25632.9,0,20:01,309.28,49290.3,35777.8,18308.8,25632.9,0,196.0375,18490,15853.5,2961.8,3091.8,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H51 C25 N1 O7 P1 ,1.5,LPE,20,0,LPE 20:0,LPE 20:0,508.3416,425262.3,84321.3,113817.9,193447.7,0,4525.7,3899,2872.2,0,0,20:00,311.2956,4525.7,3899,2872.2,0,0,196.0374,133547.3,213859.9,176605,80811.4,333141.5,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H43 C27 N1 O7 P1 ,2.4,LPE,22,6,LPE 22:6,LPE 22:6,524.2795,750178.1,1353775,1816797.5,2131623.5,1444.7,660593.2,505464.9,429717.5,389229.8,0,22:06,327.2331,660593.2,505464.9,429717.5,389229.8,0,196.0374,84880.7,90246.4,91099.4,85115,3176.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H45 C27 N1 O7 P1 ,2,LPE,22,5,LPE 22:5,LPE 22:5,526.295,202158.1,361428.2,83772.9,97913.9,0,374450.1,268959.4,55210.3,47786,0,22:05,329.2479,374450.1,268959.4,55210.3,47786,0,196.0374,20648.2,15023.5,3220.4,2984.2,2339.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H47 C27 N1 O7 P1 ,1.6,LPE,22,4,LPE 22:4,LPE 22:4,528.3104,599397.5,880909.5,125906.3,206376,0,1144097.6,848266.1,19994.7,21836.1,0,22:04,331.2643,1144097.6,848266.1,19994.7,21836.1,0,196.0373,67126.1,43815.6,2884.8,2682.1,3009,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H47 C29 N1 O7 P1 ,2.6,LPE,24,6,LPE 24:6,LPE 24:6,552.311,6800.8,2515.8,8435.8,29560.3,528,3283,0,0,0,0,24:06:00,355.2644,3283,0,0,0,0,196.0375,25028,13863.9,1559,164.6,2199.6,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H49 C29 N1 O7 P1 ,2.6,LPE,24,5,LPE 24:5,LPE 24:5,554.3267,1910.8,22910.4,0,0,1056.8,41201.3,22925,0,0,0,24:05:00,357.2799,41201.3,22925,0,0,0,196.0374,13412.5,10366.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H51 C29 N1 O7 P1 ,0.2,LPE,24,4,LPE 24:4,LPE 24:4,556.341,2121.5,2961.7,0,0,0,38692.1,26830.9,0,0,0,24:04:00,359.296,38692.1,26830.9,0,0,0,196.0378,29577.5,15924.1,0,3498.5,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPENegMS2,H53 C29 N1 O7 P1 ,0.5,LPE,24,3,LPE 24:3,LPE 24:3,558.3568,2315.9,1032.4,0,0,0,7664.4,3521.4,0,0,0,24:03:00,361.3084,7664.4,3521.4,0,0,0,196.0376,11034.2,8921.6,3906.4,3775.9,0,None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPGONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPGONegMS2,H36 C20 O8 P1 ,2.2,LPGO-,14,3,LPGO- 14:3,LPGO- 14:3,435.2163,14055.2,4033.5,3190.1,3509.5,1852.1,14055.2,4033.5,3190.1,3509.5,1852.1,None, None, None, None, None, None, None,152.9949,400630.2,256858,370369.8,319784.4,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H38 C20 O8 P1 ,2.5,LPGO-,14,2,LPGO- 14:2,LPGO- 14:2,437.2321,23189.8,12589.6,5164.3,6474.6,4587.4,23189.8,12589.6,5164.3,6474.6,4587.4,None, None, None, None, None, None, None,152.995,1417370.9,675269.3,609515.4,427429.4,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H40 C20 O8 P1 ,1.4,LPGO-,14,1,LPGO- 14:1,LPGO- 14:1,439.2473,16320.1,12047.1,11301.4,10970.7,2938.1,16320.1,12047.1,11301.4,10970.7,2938.1,None, None, None, None, None, None, None,152.9949,-1.3,3989,-1.3,-1.3,8248.8,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H42 C20 O8 P1 ,3.5,LPGO-,14,0,LPGO- 14:0,LPGO- 14:0,441.2638,5410.3,4729.9,418.6,505.6,0,5410.3,4729.9,418.6,505.6,0,None, None, None, None, None, None, None,152.9949,14861.8,20095.1,-1.3,30,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H38 C22 O8 P1 ,2.2,LPGO-,16,4,LPGO- 16:4,LPGO- 16:4,461.232,842.3,0,0,0,0,842.3,0,0,0,0,None, None, None, None, None, None, None,152.9949,28155,50420.7,43682.9,39146.2,20971.8,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H40 C22 O8 P1 ,1.6,LPGO-,16,3,LPGO- 16:3,LPGO- 16:3,463.2474,1596.6,0,0,658.4,468.7,1596.6,0,0,658.4,468.7,None, None, None, None, None, None, None,152.9949,33006.5,30862.6,20181.1,14415.4,1038.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H42 C22 O8 P1 ,2.9,LPGO-,16,2,LPGO- 16:2,LPGO- 16:2,465.2636,6356.4,1068.1,0,1108.5,905.6,6356.4,1068.1,0,1108.5,905.6,None, None, None, None, None, None, None,152.9949,31777.3,18033.1,3097.4,1006.8,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H44 C22 O8 P1 ,1.5,LPGO-,16,1,LPGO- 16:1,LPGO- 16:1,467.2786,3692.6,277.4,513.2,0,330.9,3692.6,277.4,513.2,0,330.9,None, None, None, None, None, None, None,152.9949,105881.7,43636.3,60979.6,55624.3,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H46 C22 O8 P1 ,4.8,LPGO-,16,0,LPGO- 16:0,LPGO- 16:0,469.2958,737.2,404.4,0,2324.5,351.2,737.2,404.4,0,2324.5,351.2,None, None, None, None, None, None, None,152.9949,36964.5,22724.3,21263.5,18337.7,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H36 C24 O8 P1 ,6,LPGO-,18,7,LPGO- 18:7,LPGO- 18:7,483.2182,1409.6,0,0,0,0,1409.6,0,0,0,0,None, None, None, None, None, None, None,152.9949,43907.3,39247.2,33910.3,32702.8,16211.6,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H38 C24 O8 P1 ,3.6,LPGO-,18,6,LPGO- 18:6,LPGO- 18:6,485.2327,498,381.6,0,0,0,498,381.6,0,0,0,None, None, None, None, None, None, None,152.9948,15459.7,12335.2,8288.5,3159.8,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H46 C24 O8 P1 ,1.9,LPGO-,18,2,LPGO- 18:2,LPGO- 18:2,493.2945,19241.5,5475.5,1883,630,1259.5,19241.5,5475.5,1883,630,1259.5,None, None, None, None, None, None, None,152.9949,38835.7,15167.9,29902.9,30101.9,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H48 C24 O8 P1 ,4.6,LPGO-,18,1,LPGO- 18:1,LPGO- 18:1,495.3115,2165,0,0,0,0,2165,0,0,0,0,None, None, None, None, None, None, None,152.9949,1691342.7,1038590.4,734524.9,546712.1,939324.2,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H50 C24 O8 P1 ,-0.7,LPGO-,18,0,LPGO- 18:0,LPGO- 18:0,497.3245,108.2,0,0,659.7,0,108.2,0,0,659.7,0,None, None, None, None, None, None, None,152.9949,-1.4,3509.3,-1.4,-1.4,-1.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H42 C26 O8 P1 ,4.2,LPGO-,20,6,LPGO- 20:6,LPGO- 20:6,513.2645,8648.9,412.5,0,0,0,8648.9,412.5,0,0,0,None, None, None, None, None, None, None,152.995,23501.3,16472.8,19618.7,16487.7,2195.2,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H46 C26 O8 P1 ,2.4,LPGO-,20,4,LPGO- 20:4,LPGO- 20:4,517.2948,861.2,0,0,0,0,861.2,0,0,0,0,None, None, None, None, None, None, None,152.9949,102391.1,52067.6,47252.6,36903.8,55756.8,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H48 C26 O8 P1 ,2.5,LPGO-,20,3,LPGO- 20:3,LPGO- 20:3,519.3105,7465,10013.5,0,0,2648.6,7465,10013.5,0,0,2648.6,None, None, None, None, None, None, None,152.9949,38282.8,24935.4,17355,21222.5,1266.9,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H50 C26 O8 P1 ,2.2,LPGO-,20,2,LPGO- 20:2,LPGO- 20:2,521.326,16300,39870.1,1089.7,763.2,9564.1,16300,39870.1,1089.7,763.2,9564.1,None, None, None, None, None, None, None,152.9949,-1.4,78789.3,89964.1,46740.7,54023.2,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H52 C26 O8 P1 ,3.4,LPGO-,20,1,LPGO- 20:1,LPGO- 20:1,523.3423,1999.6,884.5,0,0,0,1999.6,884.5,0,0,0,None, None, None, None, None, None, None,152.995,-1.3,-1.3,4017.2,5286.6,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H48 C28 O8 P1 ,-2,LPGO-,22,5,LPGO- 22:5,LPGO- 22:5,543.3081,2933,633.3,0,0,0,2933,633.3,0,0,0,None, None, None, None, None, None, None,152.9949,26979.4,5148.1,-1.3,-1.3,7799,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H54 C28 O8 P1 ,3,LPGO-,22,2,LPGO- 22:2,LPGO- 22:2,549.3578,5701.8,15873.4,509.4,817.2,2017.6,5701.8,15873.4,509.4,817.2,2017.6,None, None, None, None, None, None, None,152.9949,11630.7,7731.5,5916.1,5389.3,2559.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H56 C28 O8 P1 ,5.7,LPGO-,22,1,LPGO- 22:1,LPGO- 22:1,551.375,4672.8,-1.4,0,0,0,4672.8,-1.4,0,0,0,None, None, None, None, None, None, None,152.995,20380.5,7067.9,10067,5165,15824.9,None, None, None, None, None, None, None, None, None, None, None, None,
LPGONegMS2,H52 C30 O8 P1 ,-4.2,LPGO-,24,5,LPGO- 24:5,LPGO- 24:5,571.3382,0,218.8,0,0,1786.6,0,218.8,0,0,1786.6,None, None, None, None, None, None, None,152.9949,-1.4,-1.4,-1.4,-1.4,30516.8,None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPGNegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPGNegMS2,H36 C20 O9 P1 ,2.5,LPG,14,2,LPG 14:2,LPG 14:2,451.2114,34545.8,7265.6,1194.1,5280.2,4192.7,0,0,2869.7,0,0,14:02,223.1716,0,0,2869.7,0,0,152.9949,43277.4,39055.9,18098.9,11283.6,4188.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H38 C20 O9 P1 ,2.5,LPG,14,1,LPG 14:1,LPG 14:1,453.227,12466.3,5620.1,943.1,5417,378,0,0,9522.8,4054,0,14:01,225.1858,0,0,9522.8,4054,0,152.995,22241.7,15402.3,7095.9,3848.1,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H40 C20 O9 P1 ,1.6,LPG,14,0,LPG 14:0,LPG 14:0,455.2423,21511.5,-1.3,-1.3,-1.3,-1.3,10980.2,12417.2,40087.6,29878.8,4821,14:00,227.2013,10980.2,12417.2,40087.6,29878.8,4821,152.9949,39691.9,29483.5,36156.4,26226.6,0,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H40 C22 O9 P1 ,0,LPG,16,2,LPG 16:2,LPG 16:2,479.2415,12053.9,0,469.8,516.3,0,0,0,2477.7,0,0,16:02,251.2016,0,0,2477.7,0,0,152.9949,8329.3,8268.2,21839,11435.9,1391.8,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H42 C22 O9 P1 ,1.7,LPG,16,1,LPG 16:1,LPG 16:1,481.258,18414.7,414.3,0,0,321.4,15397.8,12490.5,115794.6,64058.6,0,16:01,253.2173,15397.8,12490.5,115794.6,64058.6,0,152.995,89177.7,112572.6,183676.5,136841.5,52662.5,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H44 C22 O9 P1 ,2.2,LPG,16,0,LPG 16:0,LPG 16:0,483.2739,7977.6,2660.8,0,1391.6,415.1,182684.7,191427,597970.6,447717.2,149295.2,16:00,255.2329,182684.7,191427,597970.6,447717.2,149295.2,152.9949,43907.3,39247.2,33910.3,32702.8,16211.6,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H42 C24 O9 P1 ,0.5,LPG,18,3,LPG 18:3,LPG 18:3,505.2574,5562.9,376.7,3251.8,17927.9,497.5,2880.4,2994.4,11215.2,10800.2,0,18:03,277.2173,2880.4,2994.4,11215.2,10800.2,0,152.995,37572.6,24259,34109.7,41090.1,3291.1,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H44 C24 O9 P1 ,0.9,LPG,18,2,LPG 18:2,LPG 18:2,507.2733,28816.9,31889.6,9428.7,25371.4,0,86261.6,71978,228781.4,182779.7,0,18:02,279.233,86261.6,71978,228781.4,182779.7,0,152.9949,56266.4,54082.8,46458.2,32930.4,12347.1,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H46 C24 O9 P1 ,-0.3,LPG,18,1,LPG 18:1,LPG 18:1,509.2883,22012,17427.6,460.8,4034.9,0,113127.1,86034.2,318181.6,244256.3,12259,18:01,281.2484,113127.1,86034.2,318181.6,244256.3,12259,152.995,-1.3,-1.3,-1.3,-1.3,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H48 C24 O9 P1 ,3.1,LPG,18,0,LPG 18:0,LPG 18:0,511.3057,279.2,975.3,0,0,0,144176.1,137589.4,347910.4,275663,135584.5,18:00,283.2642,144176.1,137589.4,347910.4,275663,135584.5,152.9949,-1.3,-1.3,-1.3,-1.3,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H44 C26 O9 P1 ,1.9,LPG,20,4,LPG 20:4,LPG 20:4,531.2739,13822.6,13309.1,0,761.5,0,27712.9,21157.1,29793.3,25926.5,0,20:04,303.2328,27712.9,21157.1,29793.3,25926.5,0,152.9949,-1.4,-1.4,-1.4,-1.4,-1.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H46 C26 O9 P1 ,1.5,LPG,20,3,LPG 20:3,LPG 20:3,533.2893,1098.7,0,0,0,0,6056,3068.3,4084.8,4076,0,20:03,305.2478,6056,3068.3,4084.8,4076,0,152.9948,22885.3,16388,4756,-1.4,990.7,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H48 C26 O9 P1 ,1.1,LPG,20,2,LPG 20:2,LPG 20:2,535.3047,1779.2,0,0,0,0,3737.1,3121.9,0,4042.4,0,20:02,307.2647,3737.1,3121.9,0,4042.4,0,152.9949,954262.8,1277852.5,1045114.8,842268.7,611996.9,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H52 C26 O9 P1 ,3.7,LPG,20,0,LPG 20:0,LPG 20:0,539.3375,356.7,0,624.7,0,0,3460.1,3318.7,7671.7,4096,0,20:00,311.2959,3460.1,3318.7,7671.7,4096,0,152.9949,-1.3,-1.3,456,14218.8,-1.3,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H44 C28 O9 P1 ,3.6,LPG,22,6,LPG 22:6,LPG 22:6,555.2748,2931.5,452,0,0,0,5002.2,2649.4,5692.5,4304,0,22:06,327.2322,5002.2,2649.4,5692.5,4304,0,152.9949,-1.4,-1.4,-1.4,-1.4,5625.5,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H46 C28 O9 P1 ,4,LPG,22,5,LPG 22:5,LPG 22:5,557.2907,573.5,0,0,0,0,2999.1,2858.3,2366.3,0,0,22:05,329.2487,2999.1,2858.3,2366.3,0,0,152.9949,-1.4,-1.4,-1.4,-1.4,-1.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H48 C28 O9 P1 ,5.3,LPG,22,4,LPG 22:4,LPG 22:4,559.3071,917.4,0,582.2,0,0,2819,0,0,0,0,22:04,331.2646,2819,0,0,0,0,152.995,-1.4,-1.4,-1.4,-1.4,1608.1,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H54 C28 O9 P1 ,-3.1,LPG,22,1,LPG 22:1,LPG 22:1,565.3494,0,0,1305.8,0,0,2529.1,0,0,0,0,22:01,337.3111,2529.1,0,0,0,0,152.9949,33751.4,23616.2,12267.1,8931,5711.4,None, None, None, None, None, None, None, None, None, None, None, None,
LPGNegMS2,H56 C28 O9 P1 ,3.7,LPG,22,0,LPG 22:0,LPG 22:0,567.3689,1011.4,1134.8,0,0,0,0,0,0,2613.5,0,22:00,339.3285,0,0,0,2613.5,0,152.995,933.8,-1.4,-1.4,-1.4,-1.4,None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPIONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPIONegMS2,H46 C23 O11 P1 ,-2.3,LPIO-,14,0,LPIO- 14:0,LPIO- 14:0,529.2771,-1.3,-1.3,0,-1.3,0,-1.3,-1.3,0,-1.3,0,None, None, None, None, None, None, None,152.9949,1335361.5,1032631.9,706979.2,510605.8,808015.6,241.0117,787288.5,629611.9,430992,322580.9,481646.3,None, None, None, None, None, None,
LPIONegMS2,H44 C25 O11 P1 ,5.2,LPIO-,16,3,LPIO- 16:3,LPIO- 16:3,551.2655,3202.4,0,0,0,0,3202.4,0,0,0,0,None, None, None, None, None, None, None,152.995,20380.5,7067.9,10067,5165,15824.9,241.0117,5833.8,4319.4,2467.6,2840.9,4420.8,None, None, None, None, None, None,
LPIONegMS2,H54 C27 O11 P1 ,0.2,LPIO-,18,0,LPIO- 18:0,LPIO- 18:0,585.341,-1.4,-1.4,0,0,0,-1.4,-1.4,0,0,0,None, None, None, None, None, None, None,152.9949,409812.6,260476.2,186577.6,159614.3,185044.3,241.0117,1008916.2,725240.3,558956.1,422083,474165.7,None, None, None, None, None, None,
LPIONegMS2,H58 C29 O11 P1 ,-1.4,LPIO-,20,0,LPIO- 20:0,LPIO- 20:0,613.3714,3662.8,585.8,0,0,0,3662.8,585.8,0,0,0,None, None, None, None, None, None, None,152.9951,27985.5,26891.9,15748.1,12329.3,1511.5,241.0129,0,0,2438.2,0,0,None, None, None, None, None, None,
LPIONegMS2,H58 C33 O11 P1 ,0.3,LPIO-,24,4,LPIO- 24:4,LPIO- 24:4,661.3724,1488.6,1186.3,0,0,0,1488.6,1186.3,0,0,0,None, None, None, None, None, None, None,152.9951,41388.1,36231.7,17580.7,10486.6,3345.9,241.0112,4496.7,0,0,0,0,None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPINegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPINegMS2,H48 C25 O12 P1 ,2.2,LPI,16,0,LPI 16:0,LPI 16:0,571.2902,35923.8,17986.1,0,0,599.6,513265.4,545053.4,679467.9,586502,62335.7,16:00,255.2329,513265.4,545053.4,679467.9,586502,62335.7,152.9949,-1.4,-1.4,-1.4,-1.4,30516.8,241.0118,7377.1,3612.8,0,0,0,None, None, None, None, None, None,
LPINegMS2,H48 C27 O12 P1 ,1,LPI,18,2,LPI 18:2,LPI 18:2,595.2895,4349.6,2824.6,1600.2,22231,0,3275,968.1,-1.4,-1.4,0,18:02,279.2329,3275,968.1,-1.4,-1.4,0,152.9949,-1.4,-1.4,-1.4,-1.4,1234.2,241.0115,4322.4,3081.5,0,3088.8,0,None, None, None, None, None, None,
LPINegMS2,H50 C27 O12 P1 ,1.6,LPI,18,1,LPI 18:1,LPI 18:1,597.3055,85302.7,119494.8,101873.3,80267.2,143419.6,69529.8,47436.2,17010.3,1898.4,38875.8,18:01,281.2485,69529.8,47436.2,17010.3,1898.4,38875.8,152.9949,75471.5,42723.6,1429.5,-1.4,34404.4,241.0117,23990.7,17799.7,10566.8,9008.1,12175.2,None, None, None, None, None, None,
LPINegMS2,H52 C27 O12 P1 ,-0.8,LPI,18,0,LPI 18:0,LPI 18:0,599.3197,38031.2,46975,2643.4,8070.4,-1.4,30336,-1.4,-1.4,-1.4,35183,18:00,283.2643,30336,-1.4,-1.4,-1.4,35183,152.9949,-1.4,-1.4,-1.4,-1.4,2764,241.0116,30054.7,14400.1,5981.8,5615.7,0,None, None, None, None, None, None,
LPINegMS2,H48 C29 O12 P1 ,2,LPI,20,4,LPI 20:4,LPI 20:4,619.2901,139993.8,241853.1,615736.6,963208.5,0,96779,88816.4,200452.2,214424.4,0,20:04,303.233,96779,88816.4,200452.2,214424.4,0,152.995,282803.9,292168.3,795926.2,702407,16747.2,241.0116,45394.9,33186.1,60754.7,75600.6,0,None, None, None, None, None, None,
LPINegMS2,H50 C29 O12 P1 ,1.9,LPI,20,3,LPI 20:3,LPI 20:3,621.3057,521.8,0,0,12925.6,0,11121.4,8298.6,28600.9,30260.7,0,20:03,305.2476,11121.4,8298.6,28600.9,30260.7,0,152.995,59452.8,40028.5,36480.6,38382.9,1841.7,241.0111,-1.4,537.6,-1.4,-1.4,0,None, None, None, None, None, None,
LPINegMS2,H56 C29 O12 P1 ,-1.4,LPI,20,0,LPI 20:0,LPI 20:0,627.3506,11386.9,1230.8,129446.4,408797.2,0,0,3831.7,0,0,0,20:00,311.2939,0,3831.7,0,0,0,152.995,28546.4,37929.9,25046.6,24483.4,14917.6,241.0111,0,3563.7,0,0,3469.7,None, None, None, None, None, None,
