mol%,HCC202 cells,HCC202 cells,SUM149 cells,SUM149 cells,CAL51 cells,CAL51 cells,HCC38 cells,HCC38 cells,MDA MB 157  cells,MDA MB 157  cells,HCC202 CM,HCC202 CM,SUM149 CM,SUM149 CM,CAL51 CM,CAL51 CM,HCC38 CM,HCC38 CM,MDA MB 157  CM,MDA MB 157  CM
LPE 16:0,0.065670352,0.084824645,0.138075769,0.132293148,0.07174307,0.068910006,0.044873808,0.049311729,0.053777684,0.053583153,0.034358875,0.043713715,0.028111353,0.03125058,0.128374872,0.163280498,0.630102843,0.715051377,0.048351648,0.05231778
LPE 18:2,0.022771845,0.03846356,0.075396637,0.077697424,0.034309895,0.03598061,0.041168914,0.04022865,0.047196864,0.046610166,0.042492878,0.048351292,0.006159003,0.008773506,0.03237996,0.035140853,0.167766475,0.207398193,0.064669568,0.069704018
LPE 18:1,0.412258863,0.442115075,0.6705534,0.66771173,0.358185724,0.35508048,0.106579552,0.104530095,0.253319066,0.256030469,0.31366509,0.377805925,0.525150363,0.539209894,1.089750951,1.284255127,0.693501517,0.744569311,0.322190019,0.347898479
LPE 18:0,0.163506321,0.165809415,0.149737584,0.135550591,0.042830577,0.043917206,0.036024827,0.037986978,0.090892444,0.092402718,0.0493537,0.06054159,0.018960068,0.007572318,0.004990695,0.004959908,0.014279418,0.021697158,0.060172471,0.064920287
LPE 20:4,0.726550255,0.767697228,1.163414288,1.213211014,0.588326086,0.565152312,0.512989455,0.526855834,0.475118539,0.46780207,0.644412164,0.773181754,1.374580952,1.272908417,2.421692819,2.6357121,3.281080164,3.42459544,0.743174832,0.776806499
LPE 22:6,0.289471286,0.305009895,0.306057049,0.323560881,0.209219657,0.202951736,0.143050502,0.143106816,0.212030259,0.206295454,0.262435973,0.309961338,0.354271099,0.343981041,0.761456567,0.855060348,1.035521802,1.091836905,0.31145384,0.332478651
LPE 22:5,0.384605616,0.406443978,0.315384556,0.33713217,0.147767051,0.144693845,0.161355833,0.164021471,0.130558108,0.126324201,0.380918325,0.449434649,0.407295456,0.350608161,0.534339834,0.602735212,1.327949478,1.37356074,0.219170195,0.23146436
LPE 22:4,0.039908734,0.057463509,0.12984147,0.142126668,0.113716115,0.107371878,0.176062926,0.178112161,0.021596057,0.021100257,0.063644075,0.07279411,0.073049263,0.054162659,0.37157584,0.427511916,1.090166519,1.152389815,0.032736339,0.036888495
LPG 16:1,0,0,0,0,0,0,0,0,0.001247833,0.001353199,0,0,0,0,0,0,0,0,0,0
LPG 16:0,0,0,0,0,0,0,0,0,0.001078894,0.001022886,0,0,0,0,0.014848277,0.009232476,0,0,0,0
LPG 18:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005499838,0,0.005231209,0,0,0,0
LPG 18:1,0,0,0,0,0.001113712,0,0.007788967,0.008685566,0.00531431,0.006324619,0,0,0,0,0,0,0,0,0,0
LPG 18:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006471707,0,0.017723688,0,0
LPG 20:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPG 22:5,0,0,0,0,0,0,0.003555399,0.003480286,0,0,0,0,0,0,0,0,0,0,0,0
LPG 22:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 28:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 30:1,0,0,0,0,0,0,0,0,0.003578324,0.004033018,0,0,0,0,0,0,0,0,0,0
PG 30:0,0,0,0,0,0,0,0.004109818,0.004987153,0,0,0,0,0,0,0,0,0.006440116,0,0,0
PG 32:2,0,0.001356865,0,0,0,0,0,0,0.026879003,0.026262055,0,0,0,0,0,0,0,0,0.013086857,0.012305626
PG 32:1,0.00623887,0.008279031,0,0,0,0,0.007289144,0.007034266,0.031941353,0.031920189,0,0,0,0,0,0,0,0,0.023638167,0.03217611
PG 32:0,0,0,0,0,0,0,0,0,0.027511354,0.027575414,0,0,0,0,0,0,0,0,0.357855064,0.43771194
PG 34:3,0,0,0,0,0.002323317,0.002230474,0,0,0.026782467,0.026765513,0,0,0,0,0,0,0,0,0.012677849,0.014905853
PG 34:2,0.029677616,0.03150432,0.012769652,0.012457365,0.02906883,0.028719515,0.012574667,0.011595671,0.094721339,0.094287841,0.0228848,0.025958358,0,0,0.066874434,0.140360405,0,0,0.09190341,0.099430104
PG 34:1,0.071298508,0.059808006,0.041717124,0.040934788,0.071236712,0.069843804,0.131748507,0.123868276,0.216485448,0.215153637,0.099048824,0.108940163,0.064948508,0.063236091,0.327050305,0.319590933,0.572673213,0.613404087,1.04063333,1.256021856
PG 34:0,0.037018619,0.019833149,0.013727556,0.014507339,0.0684891,0.065798936,0.049536105,0.05191058,0.047651116,0,0.141275805,0.158822088,0.086379865,0.088874163,0.427978736,0.444259547,0.454145589,0.492039132,0.715810677,0.885850348
PG 36:5,0,0,0,0,0,0,0,0,0.003128548,0.002938897,0,0,0,0,0,0,0,0,0,0
PG 36:4,0,0.002595204,0,0,0.003871211,0.004643046,0.005884111,0.006195097,0.015758318,0.015204826,0,0,0,0,0,0,0,0,0.003644473,0.003923256
PG 36:3,0.016013297,0.01717121,0.006855196,0.006246965,0.0258424,0.024158168,0.012414056,0.011261834,0.0413628,0.040842399,0.0035579,0.00373877,0,0,0.007344225,0.012552344,0,0,0.038485499,0.041304856
PG 36:2,0.05156377,0.050753228,0.022532251,0.020996956,0.078461061,0.079884889,0.039490416,0.038037247,0.065508448,0.066098383,0.036071737,0.038926739,0.00851674,0.009821053,0.326149668,0.372031571,0.21766571,0.222320978,0.123463255,0.142113262
PG 36:1,0.019246702,0.015477905,0.009625884,0.009682292,0.014386434,0.013887578,0.05132177,0.049783758,0.023220108,0.022369464,0.024196587,0.025826493,0.010356419,0.013146018,0,0.038140527,0.316468773,0.330070082,0.143078302,0.174929357
PG 38:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 38:7,0,0,0,0,0,0,0,0,0.008897438,0.008752665,0,0,0,0,0,0,0,0,0,0.001431812
PG 38:6,0,0,0,0,0.001841249,0.001162539,0.00532117,0.00474605,0.007607868,0.006935903,0,0,0,0,0,0,0,0,0.001079951,0.001887721
PG 38:5,0,0.001583344,0,0,0.012774737,0.01407015,0.007355897,0.007416233,0.006567294,0.006866575,0,0,0,0,0,0,0,0,0,0
PG 38:4,0.009570004,0.013621511,0,0,0.017422611,0.017662855,0.001185165,0.002514621,0.010150216,0.010655923,0,0,0,0,0,0,0,0,0,0
PG 38:3,0.006188567,0.010071902,0,0,0.01454068,0.013653384,0,0,0.00551733,0.004909522,0,0,0,0,0,0,0,0,0,0
PG 40:7,0.013455691,0.021578423,0.032105818,0.035280741,0.024688183,0.0217191,0.025959273,0.025709385,0.01841063,0.017701554,0,0,0,0,0,0,0,0,0.014547186,0.015757739
PG 40:6,0.001746833,0.003351725,0,0,0.004958462,0.004621871,0.011070499,0.010191456,0.0013285,0.001362916,0,0,0,0,0,0,0,0,0,0
PG 40:5,0,0,0,0,0.001530148,0.001977423,0.00274882,0.002960054,0,0,0,0,0,0,0,0,0,0,0,0
PG 42:9,0,0,0,0,0,0,0.01150205,0.011217249,0,0,0,0,0,0,0,0,0,0,0,0
PG 42:8,0,0,0,0,0,0,0.008741093,0.007836786,0,0,0,0,0,0,0,0,0,0,0,0
PG 42:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 44:10,0,0,0,0,0,0,0.019362447,0.018488433,0,0,0,0,0,0,0,0,0,0,0,0
PG 44:9,0,0,0,0,0,0,0.004162879,0.004263742,0,0,0,0,0,0,0,0,0,0,0,0
PG 44:8,0,0,0,0,0,0,0.002259491,0.002036477,0,0,0,0,0,0,0,0,0,0,0,0
Chol :,5.388634394,5.984962776,13.82118957,13.71586826,24.28684236,24.62439296,25.25576543,25.56260156,11.93669239,11.97536648,12.24519271,13.05704864,21.89829623,17.50069732,24.93682942,25.47952759,28.34324146,29.97999466,27.15778249,26.26234637
Cer 32:2;2,0,0,0,0,0.001467581,0,0,0,0,0,0.001380327,0,0,0,0,0,0.001140424,0,0,0
Cer 32:1;2,0.016553489,0.018321845,0.025984919,0.024481215,0.011188937,0.010940537,0.005339747,0.004834488,0.006168509,0.006201379,0.016182536,0.01748086,0.025268093,0.02309312,0.087503385,0.042266258,0.018745371,0,0.007640012,0.006924064
Cer 34:2;2,0.0095629,0.010497786,0.006610358,0.006392258,0.008771212,0.009629974,0.00288728,0.001973915,0.005644577,0.00475881,0.014062043,0.014550221,0.00764092,0.009573348,0.015610286,0.018159424,0,0,0.010654889,0.010236143
Cer 34:1;2,0.185715304,0.193416088,0.216383138,0.210723498,0.062981703,0.060971031,0.070446061,0.070978887,0.07871878,0.076390142,0.275364905,0.319365354,0.288654388,0.26786106,0.293474758,0.266247052,0.143703335,0.140636233,0.116221013,0.119402067
Cer 36:2;2,0,0.001702354,0.001254387,0.00112922,0.012494439,0.012205037,0,0,0.008818172,0.0084705,0.004064163,0.002751803,0,0,0.033412339,0.022666289,0,0,0.01295495,0.013170125
Cer 36:1;2,0.015457854,0.019453345,0.032112205,0.030956553,0.018561436,0.017169513,0.008625237,0.008125909,0.031668397,0.030284715,0.013968611,0.01355179,0.051302737,0.050508228,0.11379767,0.090636429,0.034068645,0.032249029,0.040936912,0.04116661
Cer 38:1;2,0.00748265,0.00704419,0.014320605,0.011903344,0,0,0.003174195,0.002654994,0.013315494,0.012566242,0.00756448,0.008405215,0.016918302,0.017044435,0.037903731,0.043772037,0,0.016501902,0.016010423,0.016317884
Cer 40:2;2,0.026099433,0.0320209,0.04511387,0.046930054,0.012448165,0.014694395,0.004897312,0.005549379,0.012503538,0.013027914,0.01350757,0.015279002,0.097135376,0.087441222,0.157363046,0.1405432,0,0,0.015720769,0.018217954
Cer 40:1;2,0.028326126,0.02847766,0.088377134,0.083702943,0.009746648,0.009328487,0.021234886,0.019567822,0.046005138,0.042247948,0.03504965,0.037534435,0.119703116,0.101855753,0.050520227,0.063227623,0.030711239,0.025903558,0.050811246,0.051135222
Cer 42:2;2,0.08709894,0.089622859,0.22374772,0.203723762,0.095999158,0.090605364,0.080804106,0.081571531,0.102965582,0.098968291,0.083141524,0.096060915,0.266444743,0.241904875,0.386251591,0.365498472,0.103857881,0.096959933,0.105153075,0.107380826
Cer 42:1;2,0.20033956,0.210218246,0.2537891,0.235379116,0.096179903,0.094920452,0.074847544,0.075766675,0.202545622,0.193925455,0.13332384,0.159508845,0.552764487,0.48280979,0.7913931,0.873996911,0.102180354,0.107102652,0.188143452,0.194657166
Cer 44:2;2,0,0,0,0,0,0,0,0,0.006538465,0.004989896,0,0,0,0,0,0,0,0,0,0
Cer 44:1;2,0.017595232,0.012474887,0,0,0,0,0,0,0.002931941,0.00268449,0.032446598,0.03042507,0,0,0,0,0,0,0.001625151,0.00137048
CE 14:0,0.004712297,0.009120301,0.004147838,0.005206264,0.037344539,0.037824885,0.009822198,0.007978756,0.504274782,0.488143348,0.039507297,0.031412224,0.003871609,0.019395658,0.054382926,0.061302504,0.006271461,0.013667765,0.425420842,0.419625306
CE 16:1,0,0,0,0,0.069618924,0.071742506,0.005609558,0.001024535,0.761768174,0.797898623,0.070549025,0.004570735,0,0,0.32000722,0.074382834,0.273331373,0.369622063,0.65890021,0.645451581
CE 16:0,0.0484459,0.056374341,0.019458599,0.017909396,0.102880655,0.100965175,0.060100809,0.057642904,1.479931765,1.437077317,0.127809944,0.123687905,0.032382607,0.086774966,0.22533655,0.240061716,0.111431906,0.120184707,1.181089295,1.161375405
CE 18:2,0.008151857,0.012390593,0.01442013,0.0152423,0.09297126,0.089442825,0.080978444,0.077127025,0.183720427,0.180180307,0.038691587,0.01843272,0.013494665,0.034363595,0.233630137,0.228796803,0.117575925,0.108719378,0.176095632,0.174319596
CE 18:1,0.092680608,0.098732573,0.123448145,0.118024549,0.582869428,0.572932463,0.271303119,0.271334936,0.881699567,0.857623421,0.200719085,0.195916345,0.191150486,0.272269011,1.478981479,1.396477641,0.416117337,0.417862733,0.773796605,0.753687275
CE 18:0,0.003515208,0.007831165,0,0,0,0,0,0,0.146244895,0.14265143,0.045730468,0.021387632,0,0.104259945,0,0,0,0.012774495,0.121848434,0.119264378
CE 20:5,0,0,0,0,0,0,0.043419764,0.045393528,0.0051122,0.005285205,0.001467496,0.001372302,0,0,0,0,0.030376448,0.02471557,0.01146573,0.009434716
CE 20:4,0,0.001454647,0.005203627,0.007507845,0.008941328,0.00713386,0.402194397,0.398870701,0.05052359,0.047902813,0.01898657,0.022713698,0.005506429,0.00499634,0.016385532,0.021162582,0.422350318,0.399933816,0.071141973,0.067861627
CE 20:3,0,0,0.001627788,0.00526615,0.045608767,0.045916158,0.036288959,0.037988123,0.041493042,0.042726323,0.00301343,0.003747689,0,0,0.035666856,0.045291078,0.033718286,0.011329586,0.030999029,0.030633329
CE 22:6,0.007316882,0.001001297,0.031653506,0.029221696,0.026118723,0.024355329,0.27251157,0.268065858,0.045284356,0.043248671,0.0038655,0.003372585,0.005123819,0.004619809,0.03571591,0.042601007,0.228196452,0.211663431,0.049087802,0.045336294
CE 22:5,0.004057884,0.003932614,0,0,0,0,0.302374306,0.297399982,0,0,0,0,0.002531383,0,0,0,0.298489466,0.277045021,0,0
CE 22:4,0,0,0,0,0,0,0.399232906,0.395705758,0,0,0.00134796,0,0,0,0,0,0.342280797,0.329870168,0,0
DAG 28:1,0,0,0.011747672,0.00945294,0.005054146,0.004418809,0,0,0.018943459,0.017956943,0,0,0,0,0,0,0,0,0.005433313,0.005515631
DAG 28:0,0.027304301,0.030476637,0.027125118,0.025546542,0.013636458,0.01335312,0.004726646,0.005047349,0.037156472,0.035548236,0.006567685,0.00736715,0.018637892,0.01708077,0,0.034076872,0,0,0.011402157,0.011371857
DAG 30:2,0.003380975,0.0030846,0.011449936,0.012164021,0.006063217,0.006868631,0,0,0.021317834,0.020188457,0,0.004631548,0,0,0,0,0,0,0.004987884,0.005071807
DAG 30:1,0.022607708,0.023676643,0.041907241,0.041752321,0.04118542,0.039177368,0.004833258,0.00458147,0.104474688,0.099905595,0.010116722,0.010067643,0.015135983,0.020766645,0.026600301,0.019545331,0,0,0.028868431,0.02832934
DAG 30:0,0.042450698,0.0513356,0.042131128,0.040350853,0.054758518,0.053688982,0.019041752,0.019503282,0.111253468,0.103975589,0.015711651,0.015246483,0.026685212,0.029471296,0.024189436,0.02275325,0.031763275,0.046688897,0.039629108,0.039178926
DAG 32:3,0,0,0,0.002105114,0.005332827,0.006359199,0,0,0.006658605,0.00710833,0,0,0,0,0,0,0,0,0.001486421,0.0017109
DAG 32:2,0.012037688,0.013238517,0.050502146,0.049337457,0.055995217,0.054674974,0.003874752,0.003596709,0.086177705,0.083366468,0.007824163,0.006819574,0.0231959,0.02508125,0,0.022353819,0,0.014465605,0.027641385,0.027773761
DAG 32:1,0.073190051,0.078542426,0.13694181,0.132657478,0.198152661,0.195355134,0.038513161,0.040083303,0.311876621,0.298067032,0.047292812,0.05007819,0.087820434,0.082473509,0.096142678,0.086942329,0.02175706,0.040025949,0.148683724,0.152229061
DAG 32:0,0.084708793,0.108992413,0.039494711,0.037345276,0.058617079,0.056874556,0.048769023,0.050195244,0.144627369,0.138422001,0.029637858,0.030117011,0,0,0,0,0.08210675,0.103463432,0.061869882,0.063695364
DAG 34:3,0.006816748,0.006990512,0.024726272,0.024181038,0.035976284,0.03535555,0.004727791,0.004635003,0.035032796,0.033837395,0.005082273,0.004775377,0,0.015467531,0,0,0,0,0.013216446,0.013275019
DAG 34:2,0.070152609,0.074997907,0.183965995,0.173752971,0.198737465,0.193126925,0.042402988,0.042537568,0.19393474,0.184185337,0.045813755,0.049821715,0.095567067,0.099612084,0.076648772,0.068243848,0,0,0.088871136,0.089537768
DAG 34:1,0.217828558,0.229345385,0.342411913,0.315089388,0.347316339,0.339710296,0.154139075,0.158434283,0.371853172,0.353855543,0.150497311,0.174421987,0.362117994,0.34650238,0.205341473,0.190247569,0.063122962,0.097184518,0.250631146,0.252234044
DAG 34:0,0.102932075,0.119855195,0,0.015970802,0,0,0.02852944,0.030253753,0,0,0.015598942,0.010810488,0,0,0.035065612,0,0.106954214,0.123969822,0,0
DAG 36:5,0.003294393,0,0.008487555,0.008621543,0.004989797,0.004958544,0.003760332,0.004461647,0.00476576,0.004257049,0.003383075,0.004309782,0,0,0,0,0,0,0.003546514,0.003747296
DAG 36:4,0.036974703,0.032904295,0.026789652,0.02280168,0.028770038,0.027906488,0.036054471,0.037178667,0.022557788,0.023545523,0.02262703,0.021257612,0,0.035899583,0.049327719,0,0,0,0.025565129,0.02574847
DAG 36:3,0.041131584,0.042716513,0.048656658,0.044166663,0.078429839,0.073704715,0.029303189,0.029095826,0.051828618,0.04969264,0.02778405,0.02998882,0.030216701,0.04689021,0.062225003,0.018081084,0,0,0.04170711,0.041007516
DAG 36:2,0.121252972,0.125691948,0.218871956,0.201517484,0.234555566,0.225488468,0.079968608,0.082076986,0.121296062,0.115027717,0.08001514,0.091537169,0.183676214,0.206412543,0.108216138,0.097667931,0.026370801,0.038222096,0.090049549,0.090575051
DAG 36:1,0.214677313,0.216182433,0.178969869,0.163228303,0.082246666,0.078584219,0.081752788,0.085526217,0.064918264,0.057801913,0.082463557,0.1210777,0.402407017,0.355514473,0.156869123,0.163362254,0.120463058,0.227041642,0.080944501,0.082824714
DAG 36:0,0.085528845,0.092125349,0.033904777,0.027994326,0,0,0,0,0,0,0.006141642,0.003399401,0.034722008,0.038943813,0,0,0.072250791,0.086191043,0,0
DAG 38:6,0.016896665,0.018296693,0,0,0.00855145,0.007818251,0.018151987,0.018303665,0.01080894,0.011274172,0.013020473,0.015591479,0,0,0,0,0,0,0.008519399,0.00890321
DAG 38:5,0.036482408,0.042036688,0.036303636,0.034464213,0.029797043,0.028572787,0.047633511,0.050491088,0.025653571,0.020779962,0.039397889,0.049451614,0.033415535,0,0,0,0,0,0.025184882,0.025407727
DAG 38:4,0.066754993,0.069075121,0.070999878,0.066667479,0.06771723,0.065035558,0.074251821,0.076174929,0.03113976,0.030890927,0.046136255,0.05283129,0.118160513,0.10260143,0,0.0578451,0,0,0.072008207,0.072984124
DAG 38:3,0.045120356,0.048422349,0.057171496,0.051733238,0.091433145,0.088318135,0.017274637,0.017588105,0.030854212,0.030415128,0.032321603,0.037101926,0.050115206,0.038828008,0.046082862,0,0,0,0.063249949,0.064610564
DAG 38:2,0.04646957,0.045102828,0.04366016,0.040099518,0.037197855,0.035958291,0.013328514,0.012806762,0.024945947,0.023838014,0.017977937,0.02394753,0.033881852,0.031100319,0.05964559,0,0,0,0.023572225,0.023782127
DAG 38:1,0.387191036,0,0,0,0.044091415,0.042837011,0.012585822,0.012694805,0.015236755,0.012148415,0.032924388,0.079478344,0,0,0,0,0,0,0,0
DAG 40:6,0.036119842,0.030665998,0.008767168,0,0.008772101,0.008122962,0.022680278,0.023070136,0.008598725,0.007711279,0.030122281,0.034850188,0,0,0,0,0,0,0.017184585,0.01702765
DAG 40:5,0.025813885,0.028988844,0.014729216,0.013370786,0.010384705,0.009980622,0.033307365,0.034830022,0.008541014,0.007746382,0.02967031,0.034808914,0.021153926,0,0,0,0,0,0.010091049,0.010249177
DAG 40:4,0.029745555,0.026165416,0.0227949,0.018539692,0.021706178,0.021900456,0.026695001,0.02671899,0,0,0.009270086,0.00725349,0,0,0,0,0,0,0,0
DAG 40:3,0.004406652,0,0.001999431,0.00135496,0.008800581,0.007754963,0.002205986,0.003033932,0,0,0,0.002520965,0,0,0,0,0,0,0,0
DAG 40:2,0.032276275,0.032449596,0.010747412,0.010476625,0.012000774,0.011116086,0.002833128,0.002295864,0.014315841,0.013308002,0,0.005422894,0,0,0,0,0,0,0,0.002714241
DAG 40:1,0.360782617,0.355804605,0,0,0.036784882,0.036310845,0.010687188,0.010938394,0.013479178,0.013039035,0.030722657,0.057890649,0,0,0,0,0,0,0.010244779,0.009885831
DAG 42:8,0,0,0,0,0,0,0.001386156,0.00107096,0,0,0,0,0,0,0,0,0,0,0,0
DAG 42:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG 42:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG 42:2,0.008611309,0,0,0,0.003783202,0.004013693,0,0,0.002914235,0.003070532,0.003500855,0.004374739,0,0,0,0,0,0,0.001388908,0.001438737
DAG 42:1,0,0,0,0,0,0,0,0.002785336,0.008382289,0.007250146,0.009262526,0.00889591,0,0,0,0,0,0,0.005517303,0.005217897
DAG 44:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150123942,0
DAG 44:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 32:2;2,0,0.001189967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 32:1;2,0,0,0.005397734,0.008247989,0.004536888,0.004928216,0.001655997,0.001423028,0.001539499,0.001217358,0.001810984,0.004340906,0.016068496,0.009970461,0,0.01825116,0,0,0.002773275,0.003464123
HexCer 32:0;2,0.008137833,0.017543016,0,0.001580408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 34:2;2,0,0,0.001422458,0,0.001904902,0.001524491,0.002284808,0.002436707,0.006411822,0.006542747,0,0,0,0,0,0,0,0,0.013021479,0.013075588
HexCer 34:1;2,0.074644908,0.090362734,0.094878618,0.09803833,0.139331082,0.139182353,0.107892705,0.106967718,0.109332767,0.101955257,0.051991077,0.064102312,0,0,0.179491352,0.177701606,0.215216435,0.208154558,0.178495193,0.179527512
HexCer 34:0;2,0.002396359,0.012956838,0.001690191,0,0.010334033,0.009175299,0,0,0,0,0,0,0,0.001134071,0.004996485,0.005633955,0,0,0,0
HexCer 36:2;2,0,0,0,0,0.004685407,0.006895593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 36:1;2,0.026857212,0.065833038,0.012644964,0.018240015,0.074042528,0.068724041,0.002492807,0.002946657,0.044475396,0.041119345,0,0,0,0,0.409719317,0.103516898,0,0.063337242,0.087749819,0.086707045
HexCer 38:1;2,0.038927644,0.055856189,0.02282461,0.016053772,0.003697279,0.004643362,0.002036076,0.002611494,0.00751547,0.008612508,0.002065769,0.009374487,0.038082385,0,0,0.01522914,0.022094623,0,0.009538484,0.012196467
HexCer 40:1;2,0.031721932,0.0521977,0.07586096,0.072495163,0.048950101,0.047415324,0.033794324,0.036338904,0.05325304,0.053056383,0.01798008,0.037861851,0.128032981,0.111447978,0.026641274,0.020572491,0.054740688,0.055896053,0.081193653,0.082043865
HexCer 42:2;2,0.028367475,0.033814385,0.198438481,0.193513583,0.186122466,0.17999194,0.103902456,0.105506306,0.113519998,0.111711452,0.027138039,0.035519253,0.252398342,0.212171367,0.144147418,0.170296017,0.122857909,0.112697304,0.162067152,0.172872179
HexCer 42:1;2,0.056359918,0.080212293,0.183020211,0.17444783,0.079766497,0.08278731,0.054897571,0.055676733,0.167648497,0.1581946,0.055579125,0.06905062,0.321684078,0.294971794,0.058886901,0.035676608,0.060860012,0.058599583,0.258990466,0.267151316
PC O-28:0,0,0,0.013836003,0.015173166,0.005286569,0.004235571,0.017320635,0.01708311,0.002194923,0.00172967,0,0,0.005102937,0.006149108,0,0.001126857,0.017096601,0.012743005,0,0
PC O-30:2,0,0,0,0,0,0,0.00363022,0.002425574,0.022446558,0.021670729,0,0,0,0,0,0,0,0,0.027081003,0.026090637
PC O-30:1,0.005739749,0.002008562,0.039505161,0.04076994,0.084949074,0.080316826,0.059414939,0.057134352,0.078980341,0.076355904,0.004268476,0.005326395,0.028530465,0.029378282,0.084246013,0.07925256,0.063787502,0.060567697,0.052118056,0.052994256
PC O-30:0,0.00452634,0.006431283,0.077987012,0.081654378,0.152996738,0.144936031,0.044664285,0.041815445,0.054612598,0.051217664,0.003246488,0.003779468,0.059707852,0.055977108,0.114316737,0.118930045,0.035994221,0.035715557,0.024438251,0.023800632
PC O-32:3,0,0,0.01006515,0.010907686,0.023826606,0.023879307,0.016693494,0.016620817,0.015857893,0.016231457,0,0,0,0,0,0.010900001,0.0021101,0,0.014382053,0.014428939
PC O-32:2,0.027874953,0.022736669,0.060655377,0.066451648,0.221394871,0.211665732,0.138024489,0.13481221,0.231880836,0.221319543,0.019190103,0.022461569,0.044628367,0.044026736,0.194741929,0.203769303,0.131415871,0.12883583,0.208332263,0.205618552
PC O-32:1,0.052584443,0.058169394,0.24710499,0.25618145,0.694974525,0.661855393,0.382931387,0.370371592,0.478900281,0.461956468,0.038971001,0.045729636,0.177341475,0.174884843,0.589319828,0.615599249,0.418932909,0.408299931,0.382771046,0.379430858
PC O-32:0,0.013898518,0.01739834,0.172798782,0.179710949,0.278177702,0.262069819,0.16403838,0.157318837,0.106170193,0.1005259,0.009179011,0.011410481,0.147377521,0.13665941,0,0,0.164639729,0.16299392,0,0
PC O-34:3,0.012547635,0.013595603,0.051131927,0.054248535,0.11555517,0.112376875,0.146645607,0.142348312,0.075045757,0.076324094,0.015541843,0.018325332,0.020970353,0.010860483,0.084643446,0.093236351,0.121234928,0.124593743,0.068228948,0.06763755
PC O-34:2,0.10037226,0.095574263,0.326184519,0.334717317,0.476303676,0.452872488,0.408346873,0.398255883,0.373427291,0.363882939,0.095586868,0.113147514,0.259468903,0.252942881,0.380952896,0.379514657,0.348602774,0.34739437,0.343104872,0.343223371
PC O-34:1,0.058794963,0.063239096,0.647455299,0.674016727,0.98776523,0.952649054,0.529104133,0.517746524,0.305969011,0.299098112,0.042203831,0.048600118,0.539260423,0.52594927,0.693625359,0.723868508,0.457643089,0.449806671,0.252190534,0.253184188
PC O-34:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-36:5,0.051808918,0.051366308,0.078140598,0.080305074,0.107873477,0.108390577,0.259742608,0.257439917,0.11908908,0.129389767,0.059794673,0.066445251,0.100144621,0.098757818,0.187541907,0.201327387,0.336338776,0.324017984,0.133899417,0.133264017
PC O-36:4,0.04314734,0.040001462,0.167861466,0.172584153,0.223861565,0.22207668,0.205335444,0.201523442,0.121586694,0.123203274,0.035117509,0.041324861,0.147935036,0.146933514,0.220108343,0.228318836,0.153167275,0.160060975,0.116569952,0.119557452
PC O-36:3,0.020853781,0.020322173,0.082433207,0.084834452,0.223514887,0.213779756,0.164657881,0.160856258,0.079155963,0.074745066,0.01714505,0.020185055,0.054704863,0.056576787,0.143438378,0.153968653,0.108893345,0.103015232,0.06912357,0.071179622
PC O-36:2,0.027723039,0.020172552,0.143267222,0.145458352,0.294150304,0.275204325,0.164387869,0.161332661,0.061645826,0.059557386,0.010162748,0.011742238,0.109868282,0.100505299,0.175994083,0.179680999,0.09088803,0.088651522,0.055501582,0.05507873
PC O-36:1,0.011078331,0.012114369,0.090924305,0.088510974,0.158252295,0.149703418,0.067927619,0.066231545,0.026335707,0.025881465,0.006783463,0.008797009,0.092714133,0.082086511,0.130733765,0.138757352,0.064873775,0.063136572,0.023142866,0.02339765
PC O-38:6,0,0,0,0.025546905,0.116425201,0.108311156,0.231759064,0.225267322,0.06914683,0.071487504,0.025166749,0.029907727,0.022029895,0.030455736,0.034009155,0.024526662,0.193287237,0.172587685,0.08195033,0.076922304
PC O-38:5,0,0,0.153871209,0.145342318,0.227133972,0.218918259,0.403300556,0.399369018,0.067337408,0.068092203,0,0,0.143565244,0.136468331,0.350237484,0.404470235,0.372146919,0.372097643,0,0
PC O-38:4,0,0,0.055121354,0.057621532,0.157398601,0.150168357,0.124179916,0.122697576,0.017005548,0.016708911,0.006804301,0.009851436,0.052537667,0.055256077,0.102064531,0.098789897,0.06346967,0.060091885,0.017631596,0.01566995
