mol%,MCF10A cells,MCF10A cells,HCC1954 cells,HCC1954 cells,HCC1419 cells,HCC1419 cells,SK BR3 cells,SK BR3 cells,MCF10A CM,MCF10A CM,HCC1954 CM,HCC1954 CM,HCC1419 CM,HCC1419 CM,SK BR3 CM,SK BR3 CM
LPE 16:0,0.017999965,0.020474586,0.108864462,0.104341391,0.046149003,0.043749511,0.099786237,0.099686595,0,0,0.088418954,0.092890812,0.137346996,0.157046267,0.229806802,0.233830333
LPE 18:2,0.069917776,0.068893604,0.03991976,0.040327541,0.026909621,0.02855986,0.095939079,0.092600017,0.17411763,0.18944594,0.023045632,0.020129915,0.063362228,0.088415406,0.398764556,0.410235456
LPE 18:1,0.227188877,0.223863617,0.260773746,0.252514091,0.3551944,0.342153286,0.19010461,0.184532367,0.622245266,0.671182447,0.182391039,0.188297274,0.2642814,0.329522386,0.785666649,0.793257269
LPE 18:0,0.042854685,0.040487564,0.222130236,0.211108243,0.085826023,0.08019405,0.137626125,0.135223307,0.015628332,0.007145543,0.051009254,0.045698436,0.140899394,0.147300353,0.043273803,0.027637607
LPE 20:4,0.132296296,0.129315042,0.564710468,0.561244594,0.158777851,0.155797974,0.4125872,0.407490492,0.160436845,0.179711529,0.610928197,0.629255612,0.857641003,0.9563589,1.79249168,1.828323235
LPE 22:6,0.015550485,0.014016994,0.096599148,0.097601304,0.086920134,0.08632554,0.047641959,0.048124309,0,0,0.102863881,0.111517358,0.156702547,0.160580111,0.220297674,0.236503115
LPE 22:5,0.207893412,0.203473244,0.134846541,0.130567722,0.040907701,0.041479503,0.114858594,0.115091229,0.58315179,0.579462386,0.145914679,0.151808743,0.219490375,0.240990022,0.633969214,0.672196009
LPE 22:4,0.025388839,0.02472002,0.029625277,0.02964907,0.015709248,0.014345861,0.008147448,0.00873572,0.006035797,0.00565188,0.023727689,0.022456239,0.027099973,0.029996574,0.019587467,0.020153365
LPG 16:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001904925
LPG 16:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPG 18:2,0,0,0,0,0,0,0,0,0,0.004813538,0,0,0.002295551,0,0,0.015256609
LPG 18:1,0.006449552,0.005420248,0.001461572,0.002516145,0.015722089,0.013034372,0,0,0,0,0,0,0,0,0,0
LPG 18:0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109086,0,0,0.001070086
PG 28:0,0,0,0,0,0,0,0.005832915,0.005497326,0,0,0,0,0,0,0,0
PG 30:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 30:0,0,0,0.007828014,0.008698336,0,0,0.009942385,0.010066183,0,0,0,0,0.001401209,0,0,0
PG 32:2,0,0,0,0,0.00262642,0.002277952,0,0,0,0,0,0,0,0,0,0
PG 32:1,0.008812166,0.00817486,0.009814863,0.010042565,0.015420211,0.014188208,0.017751842,0.017181956,0,0,0,0,0.002251491,0,0.00232993,0
PG 32:0,0.065454371,0.058242677,0.02937934,0.02776451,0.023308042,0.02261297,0.045117636,0.046582641,0.079101897,0.062201801,0,0,0,0,0,0
PG 34:3,0.005475738,0.005515575,0,0,0.007136127,0.00680944,0,0.001168013,0,0,0.001011865,0,0,0,0,0
PG 34:2,0.040828774,0.041331046,0.012630973,0.011976841,0.07640152,0.077127606,0.008376531,0.008504955,0,0,0.026515487,0.015778184,0.005639958,0.003346853,0.002776265,0
PG 34:1,0.100506281,0.094474825,0.193104277,0.185603843,0.23195226,0.217546979,0.133432773,0.135766402,0.177710838,0.120654422,0.255033502,0.241057227,0.186545583,0.193734983,0.234989001,0.235633208
PG 34:0,0.154749715,0.138003547,0.216007939,0.20808244,0.111168079,0.107487884,0.197196998,0.20642534,0.886968867,0.776906017,0.147834951,0.144210602,0.123927963,0.123906499,0.345204951,0.36010594
PG 36:5,0.002239656,0.001695344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 36:4,0.014587535,0.014006579,0.003656854,0.00406367,0.008491122,0.009012048,0.006413199,0.006362358,0,0,0.007438645,0.004221747,0.004129911,0.002711484,0,0
PG 36:3,0.049409835,0.048202789,0.010452749,0.010249809,0.064009536,0.062621579,0.018769128,0.018332056,0.009213501,0.003217767,0.038416932,0.03757491,0.023200401,0.016915493,0.035019512,0.023024529
PG 36:2,0.210496128,0.200812175,0.06222976,0.057626842,0.60579379,0.595521133,0.020745091,0.021770895,0.141695359,0.15514309,0.070958631,0.069192416,0.048217685,0.051165738,0.06043555,0.041082792
PG 36:1,0.033978941,0.029244978,0.091738824,0.090715572,0.077987614,0.068762991,0.06744927,0.070003231,0.045393272,0.010294903,0.092516417,0.091411415,0.055176429,0.059235616,0.064850774,0.065370442
PG 38:7,0,0,0.029645559,0.002331182,0.005911905,0.005268217,0,0,0,0,0,0,0,0,0,0
PG 38:6,0.009678238,0.009547665,0.007587074,0.008824182,0.009277869,0.008614046,0.006377959,0.00592068,0,0,0,0.001603273,0.00104427,0.00313003,0.006546592,0.018699055
PG 38:5,0.021236465,0.021037093,0.01351741,0.01398208,0.012346474,0.012363566,0.006823823,0.007320293,0,0,0.002489507,0,0,0,0,0
PG 38:4,0.022315024,0.022588848,0.008095855,0.007791441,0.067316213,0.068567104,0.010593256,0.010003038,0,0,0,0,0,0,0,0
PG 38:3,0.011537131,0.011239142,0,0,0.030989681,0.031839631,0,0.001120252,0,0,0,0,0,0,0,0
PG 40:7,0.011932678,0.011320605,0.039434382,0.038384008,0.099449582,0.104941733,0.008978065,0.009004503,0,0,0,0.120073836,0.16269093,0.158020974,0,0
PG 40:6,0.022486094,0.022373829,0.015318044,0.016149573,0.014079215,0.014822436,0.010302407,0.010691942,0,0,0,0.012088031,0,0,0,0
PG 40:5,0.002680594,0.001664789,0.005874419,0.006132183,0,0,0,0,0,0,0,0,0,0,0,0
PG 40:4,0,0,0,0,0.002203402,0.001376438,0,0,0,0,0,0,0,0,0,0
PG 40:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 42:9,0,0,0.008599043,0.009021503,0.006773925,0.007147586,0.00928683,0.009526818,0,0,0,0,0,0,0,0
PG 42:8,0,0,0.00264012,0.002215833,0,0.001207625,0,0,0,0,0,0,0,0,0,0
PG 42:7,0,0,0.0021232,0.003956649,0.002188465,0,0,0,0,0,0,0,0,0,0,0
PG 42:6,0,0,0.001304757,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 42:5,0,0,0.001328084,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 44:10,0,0,0.00619002,0.006167729,0,0,0,0,0,0,0.0065004,0,0,0,0,0
PG 44:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG 44:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chol :,18.86421744,19.80561392,20.22408586,19.92004245,20.68056848,22.59321374,17.68043976,16.54788095,26.81728946,27.03016758,25.56638623,25.98432273,27.01161238,27.36018802,29.9716492,29.90901569
Cer 32:2;2,0,0.001028764,0,0,0,0.001470751,0,0,0,0,0,0,0,0,0,0
Cer 32:1;2,0.007065915,0.008456099,0.009590627,0.009078718,0.008634471,0.008119861,0.006148157,0.007536446,0.014716286,0.015382003,0.017046013,0.020860929,0.015981081,0.017173146,0.023070323,0.02669732
Cer 34:2;2,0.00996481,0.009918337,0.018148712,0.018480305,0.015827791,0.015571686,0.005644114,0.005531291,0.010601833,0.007334343,0.025532788,0.025693863,0.025643705,0.02740567,0.011077643,0.012128957
Cer 34:1;2,0.059640312,0.056587935,0.182056392,0.173007035,0.10961203,0.1064994,0.083789516,0.086845398,0.21491808,0.222373981,0.419256054,0.430693343,0.436424382,0.434047308,0.272734725,0.280978797
Cer 36:2;2,0,0,0.003243097,0.003006726,0.013675671,0.012519561,0,0,0,0,0.003597316,0.003468169,0.003454399,0.003685683,0.001365823,0.002038237
Cer 36:1;2,0,0.00156916,0.009717558,0.00951593,0.030762214,0.029429324,0.00259161,0.003074398,0.007906059,0,0.022671019,0.024514108,0.024595224,0.022782715,0.007524403,0.005669801
Cer 38:1;2,0,0,0.005331455,0.005672613,0.003593666,0.00414115,0,0,0,0,0.018229652,0.020754146,0.01964341,0.018853313,0,0
Cer 38:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cer 40:2;2,0.006989235,0.008865954,0.010895431,0.011468619,0.010409365,0.009488184,0.002352191,0.002207134,0.035021527,0.038547019,0.026470489,0.029240415,0.02842987,0.029848006,0.034967418,0.037923272
Cer 40:1;2,0.004419508,0.004615727,0.018547145,0.017521925,0.025449363,0.025108932,0.016847833,0.015776308,0.014625329,0.008502876,0.045274902,0.043468012,0.047502652,0.046779151,0.042598947,0.039311444
Cer 42:2;2,0.066554447,0.064880821,0.127501417,0.125613741,0.079585101,0.077085344,0.035896272,0.03561833,0.168205531,0.172491812,0.303637269,0.30320585,0.317475804,0.312587025,0.111896452,0.120279886
Cer 42:1;2,0.033148931,0.032480121,0.052577011,0.053087426,0.069242986,0.064735003,0.104892062,0.109803539,0.136380953,0.134887858,0.081919885,0.08055205,0.085947255,0.08372275,0.148159584,0.158682139
Cer 44:2;2,0,0,0,0,0,0,0,0,0,0,0.020694843,0.02711422,0,0,0,0
Cer 44:1;2,0,0,0.001036602,0,0,0,0.014845449,0.015109037,0,0,0.005172822,0.006911865,0,0,0,0
CE 14:0,0.011080549,0.013010945,0.003247912,0.004005409,0.062145337,0.058771451,0.109316159,0.104440701,0.033582844,0.024307501,0.035591406,0.03865708,0.038265938,0.037578215,0.185330153,0.189580401
CE 16:1,0,0,0,0,0.055284241,0.05043558,0.047020393,0.048755073,0,0,0.030904996,0.042498986,0.054484603,0.043673933,0.114304056,0.154040546
CE 16:0,0.014534079,0.015423799,0.038927267,0.038272569,0.202587553,0.192102798,0.183886152,0.180124055,0.357831211,0.347316949,0.202474617,0.201224619,0.205298544,0.201234044,0.344514764,0.360879464
CE 18:2,0.051688346,0.051197491,0.007558183,0.008633511,0.038817925,0.037698702,0.054655773,0.057581961,0.908127313,0.96911556,0.071920783,0.073456527,0.075976797,0.074491821,0.128908174,0.135918632
CE 18:1,0.237504859,0.226079204,0.14716249,0.146759577,0.8691862,0.820860612,0.269207056,0.268349521,0.515078252,0.557437642,0.721865951,0.730200523,0.747228185,0.742804309,0.614324925,0.64586559
CE 18:0,0,0,0,0,0.118592957,0.114878497,0.055906257,0.051842009,0,0,0,0,0,0,0.100987163,0.111151053
CE 20:5,0.001292673,0.003337316,0,0,0,0,0.004777923,0.003501382,0.021411124,0.018702983,0.001212432,0,0,0.001322155,0.007407804,0.003163263
CE 20:4,0.007608085,0.007835252,0.012784811,0.012839534,0.00683946,0.006652524,0.04018498,0.044394742,0.168513312,0.178474468,0.067261331,0.07003452,0.069290423,0.069028094,0.096419489,0.102185071
CE 20:3,0.01819744,0.018773774,0.032084749,0.03303054,0.01857654,0.020048123,0.058337314,0.058898739,0,0,0.082980838,0.087351563,0.090023097,0.091428573,0.105582556,0.108578403
CE 22:6,0,0,0.042153708,0.039973421,0.006923978,0.006567244,0.013114206,0.013913047,0,0.001213953,0.081196501,0.08393559,0.082966546,0.08312709,0.012123245,0.005519613
CE 22:5,0.007697567,0.008032928,0.024125099,0.023470954,0,0,0.026378775,0.029531081,0.007756575,0.006645448,0.100452753,0.105976086,0.106180549,0.10428708,0.042466186,0.043031058
CE 22:4,0,0,0.034924779,0.034816365,0,0,0.001790669,0.002024101,0,0,0.101769077,0.104178995,0.105778484,0.104564416,0,0
DAG 28:1,0.002804452,0.002317109,0.001256733,0.001254707,0,0,0.003367614,0.003362754,0,0,0,0,0,0,0,0
DAG 28:0,0.008745471,0.007502406,0.008119736,0.008123904,0.008435267,0.008398157,0.03705526,0.03641351,0,0,0,0,0,0,0,0
DAG 30:2,0.001095709,0.001460017,0,0,0,0,0.001351106,0.001742384,0,0,0,0,0,0,0,0
DAG 30:1,0.02492322,0.023296529,0.017545144,0.01702679,0.012735355,0.012637107,0.022302816,0.023052559,0.016104877,0.015312248,0.00279972,0.003420947,0.002905849,0.003520706,0.006035343,0.005095897
DAG 30:0,0.037517425,0.034817739,0.068126461,0.065933031,0.048468753,0.047658184,0.105605106,0.103423678,0.030882916,0.024857631,0.008335156,0.008890439,0.007120872,0.007942181,0.008823373,0.008823077
DAG 32:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG 32:2,0.019850304,0.018727066,0.010600618,0.00988282,0.00634877,0.006593091,0.010598942,0.010735083,0.012951438,0.011970253,0,0,0,0,0,0.001813969
DAG 32:1,0.139363487,0.129551462,0.144704734,0.142876976,0.095595397,0.094537459,0.089718607,0.08896221,0.086171137,0.082780761,0.023879302,0.023676526,0.022607183,0.022259475,0.013652977,0.016437007
DAG 32:0,0.034666313,0.031994791,0.170739956,0.166726491,0.085270694,0.084140324,0.0959552,0.093413622,0.028352056,0.018705668,0.018923779,0.021171647,0.016348011,0.016153435,0,0
DAG 34:3,0.01008807,0.009963793,0.003070468,0.003245994,0.002962872,0.003259833,0.005997048,0.005498968,0.014483451,0.01289573,0,0,0,0,0,0
DAG 34:2,0.153873305,0.145165886,0.07705382,0.075274916,0.066820727,0.065495206,0.054840255,0.055713484,0.107728381,0.105296515,0.020460207,0.020125367,0.018339509,0.019915951,0.014304122,0.016295285
DAG 34:1,0.370101523,0.349411267,0.419254438,0.413768963,0.358741131,0.353593967,0.192466505,0.189439942,0.272472468,0.270781928,0.105220505,0.102596507,0.105219816,0.105260734,0.052614968,0.05816677
DAG 34:0,0,0,0,0,0,0,0.023096243,0.024269937,0,0,0,0.001054195,0,0,0,0
DAG 36:5,0,0,0.00121189,0.001554731,0,0,0.004595176,0.004065425,0,0,0,0,0,0,0,0
DAG 36:4,0.007457505,0.007655025,0.016947738,0.015084514,0.005475429,0.005733246,0.02094221,0.022288862,0.009445065,0.004774378,0.005211796,0.005401181,0.005267495,0.005311452,0.006610213,0
DAG 36:3,0.058602175,0.054128429,0.026744536,0.026188893,0.019795714,0.019216655,0.026504448,0.028531688,0.052735821,0.048402682,0.010504309,0.012700912,0.010114545,0.009963715,0,0.002120043
DAG 36:2,0.355996045,0.329249419,0.111773232,0.109420133,0.172990336,0.16862302,0.047467614,0.048309174,0.212493279,0.210719951,0.039032869,0.035859915,0.037207096,0.03746581,0,0
DAG 36:1,0.147375945,0.136191609,0.130873042,0.128045737,0.150515329,0.147813753,0.058656133,0.062274082,0.195199421,0.194371716,0.075694894,0.06862008,0.107837942,0.108009569,0.060294328,0.060080218
DAG 36:0,0,0,0.001871974,0.00145116,0,0,0,0,0,0,0,0,0,0,0,0
DAG 38:6,0.003003779,0.003556677,0.005761001,0.001614538,0.003363631,0.002519642,0.00956637,0.009828488,0,0,0,0,0,0,0,0
DAG 38:5,0.018439375,0.017893328,0.0223524,0.02284735,0.023190357,0.027094043,0.041419767,0.062233702,0,0,0.009914582,0,0.009849787,0,0.023857723,0.019440291
DAG 38:4,0.03648254,0.034336159,0.037794947,0.035576939,0.043055065,0.040133461,0.030092551,0.027486365,0.017237002,0.017662203,0.027669308,0.030216939,0.029709716,0.028394469,0.029037913,0.035406527
DAG 38:3,0.077068425,0.070606069,0.035005483,0.035286965,0.04992075,0.047081732,0.021278713,0.021447543,0.020266852,0.022067681,0.025039735,0.025027707,0.02612095,0.026066135,0.019576062,0.017615108
DAG 38:2,0.051519371,0.045237274,0.038798927,0.037869811,0.036269029,0.035482256,0.001113946,0.001139216,0.022341334,0.017042278,0.027927853,0.017603787,0.028290095,0.028943422,0,0
DAG 38:1,0.021399698,0.019908852,0.025136292,0.024391457,0.05374286,0.046800367,0.006182147,0.005752922,0,0,0.017966487,0.013372972,0.067351337,0.068482174,0,0
DAG 40:6,0.006197974,0.006511349,0.008269641,0.008582122,0.004796607,0.00418422,0.009729993,0.009550761,0,0,0.004257985,0.004452865,0,0,0,0
DAG 40:5,0.016313988,0.016210755,0.022396127,0.021288027,0.008066395,0.009031176,0.015059068,0.023285409,0,0,0.011984516,0.011311599,0.012529371,0.014166553,0.005052187,0.004822918
DAG 40:4,0.005050884,0.00371971,0.023706732,0.022047096,0,0,0,0,0,0,0.014220131,0.01522843,0.016344513,0.016018197,0,0
DAG 40:3,0,0,0.001512781,0.001886399,0,0.001097239,0,0,0,0,0,0,0,0,0,0
DAG 40:2,0.01772526,0.016605227,0.009060823,0.008240019,0.009549334,0.00952263,0,0,0.003293723,0,0.008840253,0,0,0.009608792,0,0
DAG 40:1,0.020085909,0.017623342,0.026052567,0.024565769,0.044839065,0.039802848,0,0.004658729,0,0,0,0.012837219,0,0.036735746,0,0
DAG 42:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG 42:1,0,0,0.024860879,0.023577776,0.001803714,0.00182399,0,0,0,0,0,0,0,0,0,0
HexCer 32:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 34:1;2,0.047300947,0.044629127,0.006621113,0.006081331,0.127090576,0.126260463,0.049019258,0.048236092,0,0,0.051753653,0.054371338,0.05460282,0.055414012,0.070777174,0.072730397
HexCer 34:0;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HexCer 36:2;2,0,0,0,0,0.004089196,0,0,0,0,0,0,0,0,0,0,0
HexCer 36:1;2,0,0,0,0,0.067771938,0.072914257,0,0,0,0,0,0.11296318,0,0.009999451,0,0.001852984
HexCer 38:1;2,0,0,0,0,0.002457642,0.005196829,0,0,0,0,0.00239459,0,0.004465451,0.002016283,0,0
HexCer 40:1;2,0,0,0,0,0.053908813,0.059908893,0,0.003605821,0.004441335,0.004022032,0.00165539,0.001873948,0.003337851,0,0.014520552,0.01699508
HexCer 42:2;2,0.069357702,0.068740137,0.005459153,0.005323176,0.07315285,0.071229202,0.012034356,0.013251014,0.027772245,0.024574738,0.050074424,0.051592505,0.052822996,0.052967141,0.011110331,0.012056453
HexCer 42:1;2,0.002543102,0.008521332,0.00155538,0,0.102099714,0.096533094,0.0608469,0.061166616,0.008638874,0.014189453,0,0,0,0,0.064573124,0.048899126
PC O-28:0,0.014853226,0.014954581,0.025014296,0.024517806,0.004435441,0.004545996,0.038529877,0.038600353,0.004300462,0.004498551,0.020767286,0.020309078,0.021703051,0.021865988,0.018880115,0.015228614
PC O-30:2,0,0,0,0,0.014682326,0.01519274,0.013812464,0.012899847,0,0,0,0,0,0,0.006016604,0.003682469
PC O-30:1,0.087596913,0.088214433,0.08219564,0.079536426,0.10873491,0.10622031,0.122834456,0.123096575,0.052111203,0.05517994,0.057849674,0.06376782,0.059665113,0.059161639,0.122193023,0.121209023
PC O-30:0,0.4313258,0.42817624,0.108495751,0.106650488,0.123392374,0.120793574,0.095190248,0.094894509,0.219546503,0.231681212,0.088797741,0.088913793,0.088938843,0.089988207,0.074717425,0.073262213
PC O-32:3,0.026943872,0.026685031,0.009197893,0.008994774,0.022233697,0.021090044,0.015467734,0.015058698,0.02027201,0.019525855,0.008259881,0.009280581,0.008600471,0.008813053,0.016193894,0.015532518
PC O-32:2,0.124358375,0.123469284,0.071474403,0.069478964,0.244904024,0.240555892,0.087257509,0.086769292,0.082126824,0.088957474,0.056087056,0.054246086,0.056927608,0.056250541,0.130172694,0.124682191
PC O-32:1,1.054463422,1.037701486,0.355516525,0.344938989,0.716172236,0.697304294,0.215910316,0.214098485,0.637597633,0.674887658,0.331121501,0.33547118,0.343065134,0.34596357,0.346419609,0.340136169
PC O-32:0,1.344582843,1.30155396,0.233860586,0.223332818,0.33211004,0.319716755,0.044747015,0.044121905,0.78392542,0.833925855,0.233079721,0.235607906,0.237290385,0.239110545,0,0
PC O-34:3,0.208508529,0.203091102,0.043717466,0.043166348,0.10676624,0.106077142,0.088168405,0.087883578,0.206881151,0.212131271,0.037312114,0.036207069,0.037530428,0.038780805,0.133358747,0.125380243
PC O-34:2,1.037901606,1.01826928,0.221066688,0.21304287,1.008193717,0.984094629,0.307764315,0.308297488,0.832356572,0.880779176,0.179973065,0.176350052,0.185531051,0.187673809,0.449359914,0.436973916
PC O-34:1,3.404157178,3.342697048,0.389510889,0.375541436,1.59211761,1.550313563,0.210948044,0.210065179,2.143773947,2.238906185,0.437297538,0.434756698,0.442826895,0.446365512,0.227651165,0.221525189
PC O-36:5,0.164965314,0.160472081,0.052924967,0.053358086,0.115132625,0.114537993,0.065749177,0.064327759,0.171419853,0.175659678,0.08886962,0.086794118,0.089064185,0.089909371,0.143950398,0.145810467
PC O-36:4,0.334340721,0.328961473,0.13198317,0.129376353,0.20500677,0.203963439,0.096799504,0.097684619,0.292816235,0.295966388,0.147486761,0.144360438,0.148512315,0.152815397,0.142625604,0.14270533
PC O-36:3,0.574459673,0.563179588,0.114351933,0.11273203,0.330413635,0.322139149,0.083214869,0.083289455,0.409180481,0.428092924,0.082473963,0.075282626,0.084618942,0.087547618,0.100444625,0.084390752
PC O-36:2,0.928134094,0.901625913,0.125482797,0.123488179,0.740906638,0.722663383,0.082638067,0.08352688,0.515785653,0.537824765,0.08686292,0.086736633,0.09094123,0.092862751,0.085564735,0.084760902
PC O-36:1,0,0,0.050196629,0.049290298,0.515101026,0.502106401,0.03043699,0.029835189,0.154489347,0.172061751,0.051655836,0.048683481,0.049721133,0.049995124,0.039836972,0.039672014
PC O-38:6,0.159768783,0.155498468,0,0.047024645,0.116520034,0.114212558,0.036127612,0.034850853,0.126021404,0.129207412,0.066532015,0.063820239,0.068699254,0.067207435,0.05452715,0.042462403
PC O-38:5,0.365911903,0.356938506,0.130707766,0.129683029,0.159411136,0.158873293,0.053810246,0.055961043,0.247100916,0.257909303,0.137611757,0.13390692,0.137124981,0.137032395,0.078735945,0.096297257
PC O-38:4,0.193830021,0.187682305,0.070471923,0.068352006,0.113781275,0.115327278,0.019699927,0.018983256,0.108425137,0.118609984,0.065009956,0.066900929,0.069706122,0.068932503,0.025945362,0.026632571
PC O-38:3,0.112612531,0.10993653,0.027641511,0.026890069,0.074599771,0.073703499,0.007914362,0.007276114,0.054896768,0.062725829,0.019522715,0.020291656,0.022144015,0.023328855,0.006901953,0.004028037
PC O-38:2,0.082026881,0.079311229,0.012825408,0.012818698,0.092112782,0.088674914,0.002994395,0.002779459,0.037450438,0.037324807,0.008802257,0.007342004,0.009061194,0.008526994,0,0.003625086
PC O-38:1,0.069295464,0.067431245,0,0,0.090724821,0.088222247,0.007305879,0.007039474,0.034154461,0.036825378,0,0,0,0,0.007560554,0.006889571
PC O-38:0,0,0,0,0,0.015871994,0.014365712,0.002470081,0.001310506,0,0,0.00316644,0.002236524,0.002921322,0.002828369,0.007348956,0.004863832
PC O-40:7,0.08385335,0.072086432,0.021983587,0.021102833,0.071298187,0.069392719,0,0,0.02792369,0.031161259,0.019132362,0.017904848,0.019317391,0.019793048,0,0
PC O-40:6,0.17200019,0.165829332,0.031108355,0.029701064,0.070042259,0.066214882,0.012432915,0.012029259,0.079162538,0.082738618,0.025456167,0.025481977,0.026573172,0.02771667,0.014462081,0.01411414
PC O-40:5,0.066806343,0.06620578,0.02571019,0.024075116,0.037412865,0.038527757,0.006109787,0.004945477,0.042447165,0.045127997,0.020820038,0.021432708,0.021244767,0.022322946,0.001701903,0.001357357
PC O-40:4,0.033515255,0.032745534,0.010854242,0.010917019,0.018610906,0.017868235,0,0.001048303,0.009198395,0.009809308,0.009353485,0.009159012,0.00968375,0.00876258,0,0
PC O-40:3,0.02894828,0.027534209,0.004966648,0.005164977,0.020436844,0.019458846,0,0,0.00481659,0.005538388,0.002531355,0,0.002112562,0.001094621,0,0
PC O-40:2,0.030441337,0.028673716,0.003470553,0.004115395,0.031636164,0.03095141,0.005582066,0.007025639,0,0.004975152,0.002001762,0.002276364,0.001717117,0,0.011446265,0.010431514
PC O-40:1,0.019597745,0.018613443,0.003647039,0.003647104,0.024635448,0.024300581,0.0027737,0.001443409,0.002679132,0.002755713,0.004388253,0.003834099,0.005321621,0.005837361,0,0
PC O-42:7,0.009356293,0.01196911,0.007425958,0.007340788,0.01329545,0.013434287,0,0,0,0,0,0,0,0,0,0
PC O-42:6,0,0,0,0,0.006601159,0.006739417,0,0,0,0,0,0,0,0,0,0
PC O-42:5,0.038320741,0.032257713,0.018987099,0.017903988,0.013459485,0.013208225,0.010152991,0.022007581,0,0,0.005609925,0.007166854,0.007301897,0.008368697,0.010873108,0.011048402
PC O-42:4,0,0,0.002778171,0.002564593,0,0,0,0,0,0,0.00495115,0.002954734,0.003345743,0.004088936,0,0
PC O-42:3,0.005710324,0.00502079,0,0,0.004272373,0.004457582,0,0,0,0,0,0,0,0,0,0
PC O-42:2,0.013821759,0.0129587,0.004248061,0.002852668,0.019939558,0.018689859,0,0,0.001435679,0,0,0,0,0.00130259,0,0
PC O-42:1,0,0,0,0,0.003581248,0.004066111,0,0,0,0,0,0,0,0,0,0
PC O-44:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC O-44:5,0,0,0.001360301,0.001019571,0.002721689,0.001847162,0,0,0,0,0.001426056,0.002469931,0,0,0,0.002420934
PC O-44:4,0.069281892,0.067034035,0,0,0.054995382,0.058207947,0.054655713,0.056326699,0,0,0,0,0,0,0.103564562,0.111839042
PC O-44:3,0,0,0,0,0,0,0.006718829,0.009430274,0,0,0,0,0,0,0,0
PC O-44:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 28:0,0.119436872,0.123289929,0.168428792,0.166052303,0.070396179,0.068079523,0.589524874,0.594363782,0.045436541,0.04811323,0.066138847,0.067108555,0.068910218,0.069349961,0.098253924,0.09848001
PC 30:1,0.280974708,0.279817055,0.251733356,0.24682442,0.143608187,0.140428664,0.280279158,0.284020291,0.107168607,0.11631523,0.118074071,0.11979884,0.125742647,0.12606572,0.076167035,0.074407901
PC 30:0,0.750450945,0.749238864,1.404102994,1.372844976,0.44528695,0.430907824,2.241314812,2.24416417,0.367851695,0.389873077,0.736507786,0.752159398,0.767322966,0.776468356,0.556946916,0.539340719
PC 32:2,0.323208085,0.327065471,0.232991366,0.227361506,0.188833264,0.183997957,0.210607255,0.214928162,0.134811418,0.140216838,0.136804856,0.135761606,0.142625433,0.147483418,0.092653633,0.088628107
PC 32:1,2.414588811,2.415784163,3.86506466,3.790286266,2.192185056,2.147147052,3.052733924,3.07595719,1.189972835,1.256227405,2.146360418,2.154903832,2.20441488,2.234435183,1.211719416,1.186678182
PC 32:0,0.615037637,0.612948856,1.571889661,1.537723079,0.117637494,0.11357764,0.801715688,0.786729296,0.368622397,0.394460244,1.36105943,1.382878108,1.409344317,1.39983904,0.624246183,0.610274748
PC 34:4,0.129618876,0.131780542,0.23414412,0.228666896,0.119929456,0.123656794,0.19965252,0.197937814,0.093224872,0.091385884,0.177870778,0.179799991,0.189487473,0.18873129,0.119660285,0.130036577
PC 34:3,0.192098881,0.195085719,0.178228828,0.174554729,0.076200601,0.073213404,0.17136362,0.172594806,0.129425635,0.133492547,0.181658273,0.184255116,0.19708692,0.198565052,0.114114455,0.117433444
PC 34:2,2.457452335,2.45507648,1.745912334,1.702746531,1.415520719,1.378154897,2.211977437,2.24083436,1.275906301,1.340623997,1.286278891,1.289214447,1.338409839,1.353489296,1.102981768,1.086785869
PC 34:1,6.065232185,6.03035898,10.25691151,10.02653237,8.826121574,8.590226216,9.071299116,9.128095839,3.617463569,3.794005055,7.728983356,7.789698364,8.009415539,8.065076865,4.408750794,4.336175281
PC 34:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC 36:5,0.161252711,0.162768056,0.18141502,0.176265449,0.102051479,0.100005623,0.245094361,0.24607892,0.20282254,0.198428463,0.148439015,0.151253932,0.154070411,0.156481422,0.149426299,0.167181471
