QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,MASS,PREC:mE531_NEG_01.raw,PREC:mE531_NEG_02.raw,PREC:mE531_NEG_03.raw,PREC:mE531_NEG_04.raw,PREC:mE531_NEG_05.raw,SUMFA:mE531_NEG_01.raw,SUMFA:mE531_NEG_02.raw,SUMFA:mE531_NEG_03.raw,SUMFA:mE531_NEG_04.raw,SUMFA:mE531_NEG_05.raw,MASSFRAG1,FRAG1:mE531_NEG_01.raw,FRAG1:mE531_NEG_02.raw,FRAG1:mE531_NEG_03.raw,FRAG1:mE531_NEG_04.raw,FRAG1:mE531_NEG_05.raw,SPECIE,FA1,MASSFA1,FA1INTENS:mE531_NEG_01.raw,FA1INTENS:mE531_NEG_02.raw,FA1INTENS:mE531_NEG_03.raw,FA1INTENS:mE531_NEG_04.raw,FA1INTENS:mE531_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE531_NEG_01.raw,FA2INTENS:mE531_NEG_02.raw,FA2INTENS:mE531_NEG_03.raw,FA2INTENS:mE531_NEG_04.raw,FA2INTENS:mE531_NEG_05.raw,MASSFRAG2,FRAG2:mE531_NEG_01.raw,FRAG2:mE531_NEG_02.raw,FRAG2:mE531_NEG_03.raw,FRAG2:mE531_NEG_04.raw,FRAG2:mE531_NEG_05.raw,MASSNLS,NLS:mE531_NEG_01.raw,NLS:mE531_NEG_02.raw,NLS:mE531_NEG_03.raw,NLS:mE531_NEG_04.raw,NLS:mE531_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE531_NEG_01.raw,FAOINTENS:mE531_NEG_02.raw,FAOINTENS:mE531_NEG_03.raw,FAOINTENS:mE531_NEG_04.raw,FAOINTENS:mE531_NEG_05.raw,NEG
PENegMS2,-0.8,H79 C45 N1 O8 P1 ,PE,40,5,None, PE 40:5,792.5542,6730.9,0,2611684,129672.3,442.2,0,24924,128417.1,0,0,196.0376,5482,-1.7,19913.6,0,0,PE 20:1-20:4,20:1,309.2799,0,9597.2,42338.3,0,0,20:4,303.2328,0,15326.8,86078.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.8,H79 C45 N1 O8 P1 ,PE,40,5,None, PE 40:5,792.5542,6730.9,0,2611684,129672.3,442.2,-1.7,35884.5,720176.3,34804.2,0,196.0376,5482,-1.7,19913.6,0,0,PE 22:4-18:1,22:4,331.2657,0,24212,420668.1,3511,0,18:1,281.2485,-1.7,11672.4,299508.2,31293.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,-0.8,H79 C45 N1 O8 P1 ,PE,40,5,None, PE 40:5,792.5542,6730.9,0,2611684,129672.3,442.2,-1.7,41686.2,37709.8,45053.5,3805.4,196.0376,5482,-1.7,19913.6,0,0,PE 18:0-22:5,18:0,283.2656,-1.7,-1.7,28322.2,23352.3,3805.4,22:5,329.2477,0,41687.9,9387.6,21701.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H81 C45 N1 O8 P1 ,PE,40,4,None, PE 40:4,794.5707,0,188418.1,-1.7,0,0,0,0,-1.7,399.3,0,196.0378,0,5223.9,-1.7,0,0,PE 20:3-20:1,20:3,305.2505,0,0,0,399.3,0,20:1,309.281,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.2,H81 C45 N1 O8 P1 ,PE,40,4,None, PE 40:4,794.5707,0,188418.1,-1.7,0,0,2580.3,189113.4,50259.3,3140.1,0,196.0378,0,5223.9,-1.7,0,0,PE 18:0-22:4,18:0,283.2642,2580.3,72789.7,50261,-1.7,0,22:4,331.2643,0,116323.7,-1.7,3141.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.4,H77 C47 N1 O8 P1 ,PE,42,8,None, PE 42:8,814.5412,0,-1.8,254982.2,0,0,0,0,2223.7,0,0,196.0377,4022.4,4904.9,6952.3,4484.3,0,PE 20:3-22:5,20:3,305.2451,0,0,-1.8,0,0,22:5,329.2484,0,0,2225.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.4,H77 C47 N1 O8 P1 ,PE,42,8,None, PE 42:8,814.5412,0,-1.8,254982.2,0,0,0,5153.6,4747.1,0,0,196.0377,4022.4,4904.9,6952.3,4484.3,0,PE 20:2-22:6,20:2,307.2639,0,5153.6,0,0,0,22:6,327.2322,0,0,4747.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,2.4,H77 C47 N1 O8 P1 ,PE,42,8,None, PE 42:8,814.5412,0,-1.8,254982.2,0,0,3364.1,9104.7,85967.1,0,0,196.0377,4022.4,4904.9,6952.3,4484.3,0,PE 22:4-20:4,22:4,331.2661,0,3454,32143.3,0,0,20:4,303.2336,3364.1,5650.7,53823.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.5,H79 C47 N1 O8 P1 ,PE,42,7,None, PE 42:7,816.5553,0,0,108844.1,0,0,0,0,16340.2,0,0,196.0383,2412.8,0,2992.3,0,0,PE 20:3-22:4,20:3,305.2488,0,0,5703.9,0,0,22:4,331.2642,0,0,10636.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,0.5,H79 C47 N1 O8 P1 ,PE,42,7,None, PE 42:7,816.5553,0,0,108844.1,0,0,0,63847.9,15581.4,4013.6,0,196.0383,2412.8,0,2992.3,0,0,PE 22:6-20:1,22:6,327.232,0,4283.6,9549.6,0,0,20:1,309.2791,0,59564.3,6031.9,4013.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,3.3,H81 C47 N1 O8 P1 ,PE,42,6,None, PE 42:6,818.5732,0,0,5019.9,0,0,0,0,5801.9,0,0,196.0378,0,3888.3,1501.1,4879.4,0,PE 20:2-22:4,20:2,307.2679,0,0,3485.9,0,0,22:4,331.2633,0,0,2316,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,3.3,H81 C47 N1 O8 P1 ,PE,42,6,None, PE 42:6,818.5732,0,0,5019.9,0,0,0,-1.7,10320.6,0,0,196.0378,0,3888.3,1501.1,4879.4,0,PE 20:1-22:5,20:1,309.2793,0,-1.7,4651.2,0,0,22:5,329.2488,0,0,5669.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,3.3,H81 C47 N1 O8 P1 ,PE,42,6,None, PE 42:6,818.5732,0,0,5019.9,0,0,5713.5,1767195.8,156611.3,50116.6,0,196.0378,0,3888.3,1501.1,4879.4,0,PE 18:1-24:5,18:1,281.2484,5713.5,1767195.8,143459.3,50116.6,0,24:5,357.2794,0,0,13152,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,3.1,H83 C47 N1 O8 P1 ,PE,42,5,None, PE 42:5,820.5887,0,0,6500.2,0,0,0,4101,14179,0,0,196.0376,0,0,3964.8,1508,0,PE 20:1-22:4,20:1,309.2789,0,0,2310.1,0,0,22:4,331.2645,0,4101,11868.9,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,3.1,H83 C47 N1 O8 P1 ,PE,42,5,None, PE 42:5,820.5887,0,0,6500.2,0,0,3022.8,-1.8,78388,109197,0,196.0376,0,0,3964.8,1508,0,PE 24:4-18:1,24:4,359.296,0,0,5436,0,0,18:1,281.2486,3022.8,-1.8,72952.1,109197,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.6,H77 C49 N1 O8 P1 ,PE,44,10,None, PE 44:10,838.5405,0,7873.6,0,0,0,0,102371.9,71831.5,0,0,196.0368,0,3221.9,1191.6,5193.7,0,PE 22:6-22:4,22:6,327.2327,0,13299.1,0,0,0,22:4,331.264,0,89072.8,71831.5,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PENegMS2,1.6,H77 C49 N1 O8 P1 ,PE,44,10,None, PE 44:10,838.5405,0,7873.6,0,0,0,0,0,-3.5,0,0,196.0368,0,3221.9,1191.6,5193.7,0,PE 22:5-22:5,22:5,329.2493,0,0,-1.8,0,0,22:5,329.2493,0,0,-1.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGNegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGNegMS2,0.8,H62 C32 O10 P1 ,PG,26,0,None, PG 26:0,637.4091,45143.9,3564.2,11704,20454,11296.2,56472,21033.6,33800.5,23781.9,8836.8,152.9951,6023.1,12584.1,15132.3,2973.5,0,PG 14:0-12:0,14:0,227.2016,15298.2,5898.3,12512.6,4288.6,3480.6,12:0,199.1695,41173.8,15135.2,21287.9,19493.2,5356.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.6,H66 C34 O10 P1 ,PG,28,0,None, PG 28:0,665.4403,4657109.2,1246566,3329549.8,2263703.9,1340873.1,28299.4,14446,299.3,6759.7,4050.7,152.9947,125923.7,63135.6,86904.6,55679,27390.6,PG 12:0-16:0,12:0,199.1683,2904,561.4,0,0,0,16:0,255.2328,25395.4,13884.6,299.3,6759.7,4050.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.6,H66 C34 O10 P1 ,PG,28,0,None, PG 28:0,665.4403,4657109.2,1246566,3329549.8,2263703.9,1340873.1,4592791.7,2285931.9,3355109,1854299.9,1112724.3,152.9947,125923.7,63135.6,86904.6,55679,27390.6,PG 14:0-14:0,14:0,227.2012,2296395.9,1142965.9,1677554.5,927150,556362.1,14:0,227.2012,2296395.9,1142965.9,1677554.5,927150,556362.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.7,H64 C36 O10 P1 ,PG,30,3,None, PG 30:3,687.4224,15355.2,0,0,1687.7,2320.2,1684.6,0,0,3088.2,0,152.9949,4025.3,4120.1,593.5,3446.5,0,PG 18:3-12:0,18:3,277.2188,0,0,0,3088.2,0,12:0,199.1702,1684.6,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.4,H72 C38 O10 P1 ,PG,32,1,None, PG 32:1,719.4879,0,0,0,7726.5,0,10536.2,-1.6,-1.6,2867.6,0,152.9948,-1.6,-1.6,-1.6,3965.1,0,PG 16:0-16:1,16:0,255.233,10536.2,-1.6,-1.6,626.8,0,16:1,253.2181,0,0,0,2240.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-1.6,H74 C38 O10 P1 ,PG,32,0,None, PG 32:0,721.5013,0,60828,31575,-1.6,0,35981.4,166733.8,162588.3,13693.1,7071.4,152.9948,4555.4,25138.3,40417.1,14065.2,0,PG 16:0-16:0,16:0,255.2325,17990.7,83366.9,81294.2,6846.5,3535.7,16:0,255.2325,17990.7,83366.9,81294.2,6846.5,3535.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,4.4,H70 C40 O10 P1 ,PG,34,4,None, PG 34:4,741.4745,0,599.8,0,435.8,0,0,-1.6,-1.6,-1.6,0,152.9951,4082.1,11576.9,12908,3493.1,0,PG 20:4-14:0,20:4,303.2337,0,0,-1.6,0,0,14:0,227.2026,0,-1.6,0,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.1,H72 C40 O10 P1 ,PG,34,3,None, PG 34:3,743.4877,0,0,0,8097.2,0,-1.6,-1.6,2940.4,-3.3,0,152.9949,3605.9,14115.9,70039.8,6158,0,PG 18:2-16:1,18:2,279.2331,-1.6,-1.6,-1.6,-1.6,0,16:1,253.2173,0,0,2942,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.5,H74 C40 O10 P1 ,PG,34,2,None, PG 34:2,745.5021,-1.6,0,54914.5,58851.8,0,-1.7,4296.1,-1.7,6135.9,0,152.9949,1204.8,6765.2,2342.8,1593.2,0,PG 18:1-16:1,18:1,281.2484,-1.7,-1.7,-1.7,-1.7,0,16:1,253.2182,0,4297.7,0,6137.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.5,H74 C40 O10 P1 ,PG,34,2,None, PG 34:2,745.5021,-1.6,0,54914.5,58851.8,0,16325.7,-1.7,29824.4,161.6,2923,152.9949,1204.8,6765.2,2342.8,1593.2,0,PG 16:0-18:2,16:0,255.2334,11343.5,-1.7,297.1,-1.7,2923,18:2,279.2328,4982.3,0,29527.3,163.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.3,H76 C40 O10 P1 ,PG,34,1,None, PG 34:1,747.5179,145891.4,290676.1,85518.1,173975.1,0,9321.1,69470.3,16372.8,11086.5,2803.3,152.995,242.9,41994,2736.4,2941.2,0,PG 18:0-16:1,18:0,283.266,9321.1,66469.7,16372.8,5639.9,2803.3,16:1,253.2175,0,3000.6,0,5446.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.3,H76 C40 O10 P1 ,PG,34,1,None, PG 34:1,747.5179,145891.4,290676.1,85518.1,173975.1,0,72942.5,287238.5,93609.3,75781.7,0,152.995,242.9,41994,2736.4,2941.2,0,PG 18:1-16:0,18:1,281.2485,44767.4,200268.6,72799.6,56848.6,0,16:0,255.2326,28175.1,86969.9,20809.6,18933.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-1.5,H78 C40 O10 P1 ,PG,34,0,None, PG 34:0,749.5327,0,-1.6,-1.6,-1.6,0,15696,28558.6,46697.8,16906.1,0,152.9945,6079.6,15006.7,15766.9,8825.8,2773.1,PG 18:0-16:0,18:0,283.2647,7554.5,12103.4,20297.1,12175.4,0,16:0,255.233,8141.5,16455.2,26400.6,4730.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.6,H70 C42 O10 P1 ,PG,36,6,None, PG 36:6,765.4732,-1.7,0,0,743.7,0,0,0,-1.7,-3.4,0,152.995,7249.5,7318.6,-1.7,2164.4,0,PG 20:5-16:1,20:5,301.218,0,0,0,-1.7,0,16:1,253.2175,0,0,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.6,H70 C42 O10 P1 ,PG,36,6,None, PG 36:6,765.4732,-1.7,0,0,743.7,0,0,0,0,7572.3,0,152.995,7249.5,7318.6,-1.7,2164.4,0,PG 18:3-18:3,18:3,277.218,0,0,0,3786.2,0,18:3,277.218,0,0,0,3786.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.7,H72 C42 O10 P1 ,PG,36,5,None, PG 36:5,767.4881,0,0,1093.9,23336,0,-1.7,-3.3,-3.3,-3.3,0,152.995,-1.7,5546.6,13796.4,2737.5,0,PG 20:4-16:1,20:4,303.2328,-1.7,-1.7,-1.7,-1.7,0,16:1,253.2174,0,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.7,H72 C42 O10 P1 ,PG,36,5,None, PG 36:5,767.4881,0,0,1093.9,23336,0,-1.7,0,-1.7,9554,0,152.995,-1.7,5546.6,13796.4,2737.5,0,PG 18:3-18:2,18:3,277.2179,0,0,0,4501.6,0,18:2,279.2325,-1.7,0,-1.7,5052.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H74 C42 O10 P1 ,PG,36,4,None, PG 36:4,769.5034,932.1,52762.9,59141,139269.8,0,0,-1.7,-1.7,-3.3,0,152.9948,-1.7,11703.7,18586.4,2752.7,0,PG 16:1-20:3,16:1,253.218,0,0,0,-1.7,0,20:3,305.246,0,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H74 C42 O10 P1 ,PG,36,4,None, PG 36:4,769.5034,932.1,52762.9,59141,139269.8,0,9583.5,0,-3.3,40330,0,152.9948,-1.7,11703.7,18586.4,2752.7,0,PG 18:2-18:2,18:2,279.2327,4791.7,0,-1.7,20165,0,18:2,279.2327,4791.7,0,-1.7,20165,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H74 C42 O10 P1 ,PG,36,4,None, PG 36:4,769.5034,932.1,52762.9,59141,139269.8,0,-1.7,10786.9,13560.9,-1.7,0,152.9948,-1.7,11703.7,18586.4,2752.7,0,PG 20:4-16:0,20:4,303.2327,0,10788.6,13562.6,0,0,16:0,255.233,-1.7,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H74 C42 O10 P1 ,PG,36,4,None, PG 36:4,769.5034,932.1,52762.9,59141,139269.8,0,0,-1.7,-1.7,31414.8,0,152.9948,-1.7,11703.7,18586.4,2752.7,0,PG 18:3-18:1,18:3,277.2173,0,0,0,16423.9,0,18:1,281.2485,0,-1.7,-1.7,14990.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.2,H76 C42 O10 P1 ,PG,36,3,None, PG 36:3,771.5183,0,0,49823.3,186015.5,0,-1.7,-1.7,2527.6,4143.5,-1.7,152.9949,2991.3,7002.5,8860.7,7149.3,0,PG 16:0-20:3,16:0,255.2332,-1.7,-1.7,-1.7,-1.7,-1.7,20:3,305.2469,0,0,2529.2,4145.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.2,H76 C42 O10 P1 ,PG,36,3,None, PG 36:3,771.5183,0,0,49823.3,186015.5,0,3724.1,3730.7,12696.5,67479.6,0,152.9949,2991.3,7002.5,8860.7,7149.3,0,PG 18:2-18:1,18:2,279.2329,2083.5,3732.4,10436,31515.7,0,18:1,281.2484,1640.6,-1.7,2260.4,35963.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.5,H78 C42 O10 P1 ,PG,36,2,None, PG 36:2,773.5334,2283,34562.9,52297.3,196201.1,0,6193.9,-1.7,16281.8,10625.2,0,152.9951,5506.8,-1.7,-1.7,1710.6,0,PG 18:0-18:2,18:0,283.2655,5822.7,-1.7,6107.9,4700.6,0,18:2,279.2326,371.2,0,10173.9,5924.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.5,H78 C42 O10 P1 ,PG,36,2,None, PG 36:2,773.5334,2283,34562.9,52297.3,196201.1,0,5215.1,-1.7,5228.6,-1.7,-1.7,152.9951,5506.8,-1.7,-1.7,1710.6,0,PG 16:0-20:2,16:0,255.2329,-1.7,-1.7,1301.3,-1.7,-1.7,20:2,307.2636,5216.7,0,3927.2,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-0.5,H78 C42 O10 P1 ,PG,36,2,None, PG 36:2,773.5334,2283,34562.9,52297.3,196201.1,0,776.7,61829,8140,163869.9,0,152.9951,5506.8,-1.7,-1.7,1710.6,0,PG 18:1-18:1,18:1,281.2485,388.4,30914.5,4070,81935,0,18:1,281.2485,388.4,30914.5,4070,81935,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.2,H80 C42 O10 P1 ,PG,36,1,None, PG 36:1,775.5478,247.1,-1.7,-1.7,75033.9,0,10319.2,31167.6,13774.5,30799.4,0,152.995,4093.1,-1.7,-1.7,-1.7,0,PG 18:0-18:1,18:0,283.2657,6942,10212.5,5911,1803.8,0,18:1,281.2485,3377.2,20955.1,7863.5,28995.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.6,H82 C42 O10 P1 ,PG,36,0,None, PG 36:0,777.5631,0,150404.2,-1.7,-1.7,0,21207,5484,25433.9,-3.2,8007.7,152.9948,2739.9,-1.6,-1.6,0,0,PG 18:0-18:0,18:0,283.265,10603.5,2742,12717,-1.6,4003.9,18:0,283.265,10603.5,2742,12717,-1.6,4003.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H72 C44 O10 P1 ,PG,38,7,None, PG 38:7,791.4878,0,0,0,26339.9,0,0,-3.3,804.4,-1.7,0,152.995,16809.7,653.4,16746,4024.1,0,PG 22:6-16:1,22:6,327.2329,0,-1.7,-1.7,0,0,16:1,253.2172,0,-1.7,806,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H72 C44 O10 P1 ,PG,38,7,None, PG 38:7,791.4878,0,0,0,26339.9,0,0,0,-1.7,1315,0,152.995,16809.7,653.4,16746,4024.1,0,PG 18:2-20:5,18:2,279.2328,0,0,-1.7,-1.7,0,20:5,301.2177,0,0,0,1316.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H72 C44 O10 P1 ,PG,38,7,None, PG 38:7,791.4878,0,0,0,26339.9,0,0,0,-1.7,552.2,0,152.995,16809.7,653.4,16746,4024.1,0,PG 18:3-20:4,18:3,277.2174,0,0,0,552.2,0,20:4,303.2332,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C44 O10 P1 ,PG,38,6,None, PG 38:6,793.5042,-1.7,1706.8,25443,133543.1,-1.7,0,0,0,4184.6,0,152.9951,-1.6,-1.6,4769.4,6939.6,-1.6,PG 18:3-20:3,18:3,277.2184,0,0,0,-1.6,0,20:3,305.2493,0,0,0,4186.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C44 O10 P1 ,PG,38,6,None, PG 38:6,793.5042,-1.7,1706.8,25443,133543.1,-1.7,0,-1.6,-3.3,-3.3,0,152.9951,-1.6,-1.6,4769.4,6939.6,-1.6,PG 22:5-16:1,22:5,329.2473,0,-1.6,-1.6,-1.6,0,16:1,253.2175,0,0,-1.6,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C44 O10 P1 ,PG,38,6,None, PG 38:6,793.5042,-1.7,1706.8,25443,133543.1,-1.7,3717.5,-1.6,-1.6,4679.9,0,152.9951,-1.6,-1.6,4769.4,6939.6,-1.6,PG 18:1-20:5,18:1,281.2484,3717.5,-1.6,-1.6,-1.6,0,20:5,301.2181,0,0,0,4681.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C44 O10 P1 ,PG,38,6,None, PG 38:6,793.5042,-1.7,1706.8,25443,133543.1,-1.7,0,-1.6,-3.3,-1.6,0,152.9951,-1.6,-1.6,4769.4,6939.6,-1.6,PG 20:4-18:2,20:4,303.2338,0,-1.6,-1.6,0,0,18:2,279.2328,0,0,-1.6,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C44 O10 P1 ,PG,38,6,None, PG 38:6,793.5042,-1.7,1706.8,25443,133543.1,-1.7,19321.1,-3.3,3936.4,-1.6,-1.6,152.9951,-1.6,-1.6,4769.4,6939.6,-1.6,PG 16:0-22:6,16:0,255.2327,19321.1,-1.6,-1.6,-1.6,-1.6,22:6,327.232,0,-1.6,3938,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.5,H76 C44 O10 P1 ,PG,38,5,None, PG 38:5,795.5185,0,0,6403.9,73860.7,0,0,0,3674.5,7448.6,0,152.9949,-1.7,3537,-1.7,-1.7,0,PG 18:2-20:3,18:2,279.2326,0,0,-1.7,1338.8,0,20:3,305.2489,0,0,3676.1,6109.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.5,H76 C44 O10 P1 ,PG,38,5,None, PG 38:5,795.5185,0,0,6403.9,73860.7,0,0,-1.7,7514,-1.7,0,152.9949,-1.7,3537,-1.7,-1.7,0,PG 22:4-16:1,22:4,331.2647,0,-1.7,7514,0,0,16:1,253.2176,0,0,0,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.5,H76 C44 O10 P1 ,PG,38,5,None, PG 38:5,795.5185,0,0,6403.9,73860.7,0,1781.3,9096.1,-3.3,6910.2,0,152.9949,-1.7,3537,-1.7,-1.7,0,PG 20:4-18:1,20:4,303.2326,0,9097.8,-1.7,6911.9,0,18:1,281.2481,1781.3,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.4,H78 C44 O10 P1 ,PG,38,4,None, PG 38:4,797.5341,0,34738.6,0,81297.6,0,-1.7,11128.2,3549.8,39784.1,0,152.9951,851.9,9616,-1.7,1986.4,0,PG 18:1-20:3,18:1,281.2486,-1.7,11128.2,-1.7,22422.1,0,20:3,305.2467,0,0,3551.5,17362,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,0.4,H78 C44 O10 P1 ,PG,38,4,None, PG 38:4,797.5341,0,34738.6,0,81297.6,0,4301.7,50727.5,1196.2,-1.7,0,152.9951,851.9,9616,-1.7,1986.4,0,PG 20:4-18:0,20:4,303.233,0,23761.5,1197.9,0,0,18:0,283.2642,4301.7,26966,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,3.4,H80 C44 O10 P1 ,PG,38,3,None, PG 38:3,799.5522,0,0,0,-1.7,0,3458.8,-1.6,-1.6,3656.6,0,152.995,-1.6,3898.4,-1.6,-1.6,0,PG 18:2-20:1,18:2,279.2334,3458.8,0,-1.6,3656.6,0,20:1,309.2797,0,-1.6,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.5,H72 C46 O10 P1 ,PG,40,9,None, PG 40:9,815.4881,-1.7,0,0,4942.2,0,0,0,1687.4,2036.6,0,152.995,-1.7,-1.7,7034.5,1041.7,0,PG 18:3-22:6,18:3,277.2174,0,0,0,2036.6,0,22:6,327.2319,0,0,1687.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
